"gene_symbol","stouffer_z","stouffer_p","stouffer_fdr"
"CXCL10",-2.32032762679996,0.0203231607071641,0.826712911998757
"RECQL",2.31945066962424,0.0203706129655282,0.826712911998757
"PWAR6",2.31810825942657,0.0204434381477995,0.826712911998757
"MRPS10",2.3177852440263,0.0204609954526726,0.826712911998757
"OGFRL1",2.31685135509195,0.0205118304109313,0.826712911998757
"RASAL2",2.31673604818875,0.0205181146164122,0.826712911998757
"APEX1",2.31648885581144,0.0205315922147003,0.826712911998757
"SLC36A1",-2.31565277311427,0.0205772349426353,0.826712911998757
"TM4SF1",2.31397594492086,0.0206690416819009,0.826712911998757
"IL12RB1",-2.31250324624418,0.0207499666299976,0.826712911998757
"NUCB1",-2.31221212076585,0.0207659966626844,0.826712911998757
"PDE4A",-2.31074184826111,0.0208471182537615,0.826712911998757
"NR2F6",-2.30764831871574,0.0210187047299386,0.826712911998757
"GRAMD2",2.30733505503369,0.0210361487167355,0.826712911998757
"ZNF818P",2.30675582123177,0.0210684363917854,0.826712911998757
"PRKDC",2.30654181928854,0.0210803762157094,0.826712911998757
"LDHB",2.30598411516384,0.0211115199427425,0.826712911998757
"METAP2",2.30573139484004,0.0211256457313126,0.826712911998757
"ZNF320",2.30241709329392,0.0213116619270509,0.826712911998757
"IGHG1",-2.30057290903286,0.0214157837887041,0.826712911998757
"PPP1R9A",2.29831091396363,0.0215440997264077,0.826712911998757
"ZFX",2.29459383638368,0.0217564118331606,0.826712911998757
"FUT8",2.29330791689897,0.0218302837634832,0.826712911998757
"STX17",2.29278106910624,0.021860612445368,0.826712911998757
"ARFRP1",-2.29217961496523,0.0218952807529568,0.826712911998757
"DUSP16",-2.29110763093962,0.0219571894111418,0.826712911998757
"CHIC1",2.29056292662558,0.0219887052004145,0.826712911998757
"CCDC91",2.2904030041671,0.0219979655482183,0.826712911998757
