"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582","n_cohorts","n_concordant","direction_consensus","concordance"
"NAALADL2",NA,"down","down","up","down",4,3,"down","3/4"
"NAALADL2-AS3",NA,"down","up","up","up",4,3,"up","3/4"
"NAB1","down","down","up","up","up",5,3,"up","3/5"
"NAB2","down","down","up","down","up",5,3,"down","3/5"
"NABP1","down","up","up","up","up",5,4,"up","4/5"
"NABP2","up","down","up","down","down",5,3,"down","3/5"
"NACA","down","up","down","up","up",5,3,"up","3/5"
"NACA2","up","down","up","down","down",5,3,"down","3/5"
"NACAD","down","down","down","down","up",5,4,"down","4/5"
"NACAP1","up","up","down","up","up",5,4,"up","4/5"
"NACC1","up","down","up","down","down",5,3,"down","3/5"
"NACC2","up","down","up","down","down",5,3,"down","3/5"
"NADK","up","down","up","up","down",5,3,"up","3/5"
"NADK2","up","up","up","up","down",5,4,"up","4/5"
"NADK2-AS1",NA,"down","down","down","down",4,4,"down","4/4"
"NADSYN1","down","down","down","up","down",5,4,"down","4/5"
"NAE1","down","down","down","up","down",5,4,"down","4/5"
"NAF1","down","down","up","up","up",5,3,"up","3/5"
"NAG18","down","up","up","up","down",5,3,"up","3/5"
"NAGA","down","down","up","down","down",5,4,"down","4/5"
"NAGK","up","up","up","down","down",5,3,"up","3/5"
"NAGLU","up","up","up","down","down",5,3,"up","3/5"
"NAGPA","down","down","down","up","down",5,4,"down","4/5"
"NAGPA-AS1",NA,"down","up","up","up",4,3,"up","3/4"
"NAGS","up","up","down","up","down",5,3,"up","3/5"
"NAIF1","up","down","up","up","down",5,3,"up","3/5"
"NAIP","down","up","up","down","down",5,3,"down","3/5"
"NALCN","up","down","down","down","up",5,3,"down","3/5"
"NALCN-AS1",NA,"down","down","up","down",4,3,"down","3/4"
"NALT1",NA,"up","down","down","up",4,2,"tie","2/4"
"NAMPT","down","up","up","down","down",5,3,"down","3/5"
"NANOG","down","up","down","up","up",5,3,"up","3/5"
"NANOS1","down","down","up","down","down",5,4,"down","4/5"
"NANOS2",NA,"down","up","down","down",4,3,"down","3/4"
"NANOS3","up","down","up","down","down",5,3,"down","3/5"
"NANP","up","up","down","down","down",5,3,"down","3/5"
"NANS","down","down","up","up","down",5,3,"down","3/5"
"NAP1L1","up","up","up","up","up",5,5,"up","5/5"
"NAP1L2","up","up","down","down","up",5,3,"up","3/5"
"NAP1L3","up","up","down","down","up",5,3,"up","3/5"
"NAP1L4","down","down","up","up","down",5,3,"down","3/5"
"NAP1L5","up","down","up","down","up",5,3,"up","3/5"
"NAPA","down","down","up","down","down",5,4,"down","4/5"
"NAPA-AS1",NA,"down","down","down","down",4,4,"down","4/4"
"NAPB","down","up","down","down","up",5,3,"down","3/5"
"NAPEPLD","down","up","up","up","up",5,4,"up","4/5"
"NAPG","down","up","down","down","up",5,3,"down","3/5"
"NAPRT","up","down","up","down","down",5,3,"down","3/5"
"NAPSA","up","up","up","up","down",5,4,"up","4/5"
"NAPSB","down","up","down","down","down",5,4,"down","4/5"
"NARF","up","up","up","up","down",5,4,"up","4/5"
"NARFL","up","down","down","up","down",5,3,"down","3/5"
"NARR",NA,"down","down","down","up",4,3,"down","3/4"
"NARS","down","up","down","up","up",5,3,"up","3/5"
"NARS2","up","down","up","up","down",5,3,"up","3/5"
"NASP","up","up","up","up","up",5,5,"up","5/5"
"NAT1","down","up","up","up","up",5,4,"up","4/5"
"NAT10","up","down","up","up","down",5,3,"up","3/5"
"NAT14","up","down","up","down","up",5,3,"up","3/5"
"NAT16",NA,"down","down","down","down",4,4,"down","4/4"
"NAT2","up","up","down","up","down",5,3,"up","3/5"
"NAT6","down","down","up","up","down",5,3,"down","3/5"
"NAT8","down",NA,NA,NA,NA,1,1,"down","1/1"
"NAT8B","up","up","down","up","down",5,3,"up","3/5"
"NAT8L","up","up","up","down","up",5,4,"up","4/5"
"NAT9","down","up","down","up","down",5,3,"down","3/5"
"NATD1","down","down","down","down","down",5,5,"down","5/5"
"NAV1","up","up","down","down","up",5,3,"up","3/5"
"NAV2","down","down","up","down","up",5,3,"down","3/5"
"NAV2-AS2",NA,"down","up","up","down",4,2,"tie","2/4"
"NAV2-AS4",NA,"down","up","up","up",4,3,"up","3/4"
"NAV2-AS5",NA,"down","up","down","down",4,3,"down","3/4"
"NAV2-IT1",NA,"down","up","up","up",4,3,"up","3/4"
"NAV3","down","up","up","down","up",5,3,"up","3/5"
"NAXD","down","down","up","up","up",5,3,"up","3/5"
"NAXE","up","up","up","down","down",5,3,"up","3/5"
"NBAS","down","up","down","down","up",5,3,"down","3/5"
"NBAT1",NA,"up","down","down","down",4,3,"down","3/4"
"NBEA","down","up","down","down","up",5,3,"down","3/5"
"NBEAL1","down","up","down","up","up",5,3,"up","3/5"
"NBEAL2","up","down","up","up","down",5,3,"up","3/5"
"NBEAP1",NA,"down","up","up","up",4,3,"up","3/4"
"NBL1","up","down","up","down","down",5,3,"down","3/5"
"NBN","down","up","down","up","up",5,3,"up","3/5"
"NBPF1","down","up","down","down","up",5,3,"down","3/5"
"NBPF10","down","up","down","down","up",5,3,"down","3/5"
"NBPF11","down",NA,NA,NA,NA,1,1,"down","1/1"
"NBPF14","down",NA,NA,NA,NA,1,1,"down","1/1"
"NBPF15","down",NA,NA,NA,NA,1,1,"down","1/1"
"NBPF18P","up",NA,NA,NA,NA,1,1,"up","1/1"
"NBPF19","down",NA,NA,NA,NA,1,1,"down","1/1"
"NBPF20",NA,"up","down","up","up",4,3,"up","3/4"
"NBPF22P","down",NA,NA,NA,NA,1,1,"down","1/1"
"NBPF25P",NA,"up","up","down","up",4,3,"up","3/4"
"NBPF26",NA,"up","up","down","up",4,3,"up","3/4"
"NBPF3","down","down","up","up","down",5,3,"down","3/5"
"NBPF4",NA,"down","up","down","down",4,3,"down","3/4"
"NBPF8",NA,"up","down","up","up",4,3,"up","3/4"
"NBPF9","down",NA,NA,NA,NA,1,1,"down","1/1"
"NBR1",NA,"up","down","up","down",4,2,"tie","2/4"
"NBR2","down","up","up","up","down",5,3,"up","3/5"
"NCALD","up","down","down","down","up",5,3,"down","3/5"
"NCAM1","down","up","down","down","down",5,4,"down","4/5"
"NCAM2","up","down","up","down","up",5,3,"up","3/5"
"NCAN","up","down","up","down","up",5,3,"up","3/5"
"NCAPD2","up","down","up","up","down",5,3,"up","3/5"
"NCAPD3","down","down","up","up","down",5,3,"down","3/5"
"NCAPG","up","down","up","up","up",5,4,"up","4/5"
"NCAPG2","down","down","up","up","down",5,3,"down","3/5"
"NCAPH","up","down","up","up","down",5,3,"up","3/5"
"NCAPH2","down","down","up","down","down",5,4,"down","4/5"
"NCBP1","down","up","up","up","down",5,3,"up","3/5"
"NCBP2","up","up","down","up","down",5,3,"up","3/5"
"NCBP2-AS2","up","down","down","up","down",5,3,"down","3/5"
"NCBP3","up","up","up","down","up",5,4,"up","4/5"
"NCDN","down","down","up","down","down",5,4,"down","4/5"
"NCEH1","down","down","up","down","down",5,4,"down","4/5"
"NCF1","down","down","up","down","down",5,4,"down","4/5"
"NCF1C",NA,"down","up","down","down",4,3,"down","3/4"
"NCF2","down","up","up","down","down",5,3,"down","3/5"
"NCF4","up","down","down","down","down",5,4,"down","4/5"
"NCK1","down","up","down","down","down",5,4,"down","4/5"
"NCK1-AS1",NA,"up","up","up","down",4,3,"up","3/4"
"NCK2","up","down","down","up","up",5,3,"up","3/5"
"NCKAP1","down","up","down","up","up",5,3,"up","3/5"
"NCKAP1L","down","up","down","down","down",5,4,"down","4/5"
"NCKAP5","down","up","down","up","up",5,3,"up","3/5"
"NCKAP5L","up","down","down","down","up",5,3,"down","3/5"
"NCKIPSD","up","down","up","down","down",5,3,"down","3/5"
"NCL","up","down","down","up","up",5,3,"up","3/5"
"NCLN","up","down","up","up","down",5,3,"up","3/5"
"NCOA1","down","up","up","down","up",5,3,"up","3/5"
"NCOA2","down","up","down","up","up",5,3,"up","3/5"
"NCOA3","down","down","down","down","up",5,4,"down","4/5"
"NCOA4","down","up","down","down","up",5,3,"down","3/5"
"NCOA5","down","up","down","up","down",5,3,"down","3/5"
"NCOA6","down","down","down","down","up",5,4,"down","4/5"
"NCOA7","up","down","down","up","up",5,3,"up","3/5"
"NCOR1","down","up","up","up","up",5,4,"up","4/5"
"NCOR2","up","down","up","down","up",5,3,"up","3/5"
"NCR1","up","up","up","down","down",5,3,"up","3/5"
"NCR2","down","down","up","up","down",5,3,"down","3/5"
"NCR3","down","down","down","down","down",5,5,"down","5/5"
"NCR3LG1",NA,"down","down","up","down",4,3,"down","3/4"
"NCS1","up","down","down","down","down",5,4,"down","4/5"
"NCSTN","down","up","up","down","up",5,3,"up","3/5"
"ND2",NA,"down","down","down","up",4,3,"down","3/4"
"ND4",NA,"down","up","up","up",4,3,"up","3/4"
"ND6",NA,"down","up","down","up",4,2,"tie","2/4"
"NDC1","up","down","up","up","down",5,3,"up","3/5"
"NDC80","down","down","up","up","down",5,3,"down","3/5"
"NDE1","down","down","up","down","up",5,3,"down","3/5"
"NDEL1","up","down","down","down","up",5,3,"down","3/5"
"NDFIP1","down","up","down","down","up",5,3,"down","3/5"
"NDFIP2","down","up","down","up","down",5,3,"down","3/5"
"NDN","up","down","down","down","up",5,3,"down","3/5"
"NDNF","down","up","up","up","up",5,4,"up","4/5"
"NDOR1","up","down","up","up","down",5,3,"up","3/5"
"NDP","up","up","down","down","up",5,3,"up","3/5"
"NDRG1","up","down","down","up","down",5,3,"down","3/5"
"NDRG2","up","up","down","up","down",5,3,"up","3/5"
"NDRG3","down","up","down","down","down",5,4,"down","4/5"
"NDRG4","down","up","down","down","up",5,3,"down","3/5"
"NDST1","down","down","down","down","down",5,5,"down","5/5"
"NDST2","up","down","up","down","up",5,3,"up","3/5"
"NDST3","up","down","down","up","down",5,3,"down","3/5"
"NDST4","up","up","down","up","down",5,3,"up","3/5"
"NDUFA1","up","down","down","up","up",5,3,"up","3/5"
"NDUFA10","down","up","up","down","down",5,3,"down","3/5"
"NDUFA11","down","down","down","down","down",5,5,"down","5/5"
"NDUFA12","up","down","up","up","down",5,3,"up","3/5"
"NDUFA13","up","down","down","down","down",5,4,"down","4/5"
"NDUFA2","up","down","down","down","down",5,4,"down","4/5"
"NDUFA3","down","down","down","down","down",5,5,"down","5/5"
"NDUFA4","down","up","down","up","down",5,3,"down","3/5"
"NDUFA4L2","up","up","up","down","down",5,3,"up","3/5"
"NDUFA5","down","up","down","up","down",5,3,"down","3/5"
"NDUFA6","up","down","down","down","down",5,4,"down","4/5"
"NDUFA6-AS1","down",NA,NA,NA,NA,1,1,"down","1/1"
"NDUFA7","up","down","down","up","down",5,3,"down","3/5"
"NDUFA8","down","up","up","up","down",5,3,"up","3/5"
"NDUFA9","up","down","up","up","down",5,3,"up","3/5"
"NDUFAB1","down","down","up","up","down",5,3,"down","3/5"
"NDUFAF1","down","up","down","down","up",5,3,"down","3/5"
"NDUFAF2","up","down","down","up","down",5,3,"down","3/5"
"NDUFAF3","up","down","up","down","down",5,3,"down","3/5"
"NDUFAF4","down","up","down","up","up",5,3,"up","3/5"
"NDUFAF4P1","up",NA,NA,NA,NA,1,1,"up","1/1"
"NDUFAF5","up","up","up","down","down",5,3,"up","3/5"
"NDUFAF6","down",NA,NA,NA,NA,1,1,"down","1/1"
"NDUFAF7","down","up","down","up","down",5,3,"down","3/5"
"NDUFB1","up","down","up","down","up",5,3,"up","3/5"
"NDUFB10","up","down","up","up","down",5,3,"up","3/5"
"NDUFB11","down","down","down","up","up",5,3,"down","3/5"
"NDUFB2","up","down","down","up","down",5,3,"down","3/5"
"NDUFB2-AS1","up","up","up","down","up",5,4,"up","4/5"
"NDUFB3","up","up","down","up","up",5,4,"up","4/5"
"NDUFB4","up","up","up","up","down",5,4,"up","4/5"
"NDUFB5","up","down","down","up","down",5,3,"down","3/5"
"NDUFB6","down","up","down","down","up",5,3,"down","3/5"
"NDUFB7","up","down","down","down","down",5,4,"down","4/5"
"NDUFB8","up","up","down","down","up",5,3,"up","3/5"
"NDUFB9","up","up","down","up","down",5,3,"up","3/5"
"NDUFC1","down","down","up","down","down",5,4,"down","4/5"
"NDUFC2","down",NA,NA,NA,NA,1,1,"down","1/1"
"NDUFC2-KCTD14",NA,"down","down","up","up",4,2,"tie","2/4"
"NDUFS1","up","down","down","up","up",5,3,"up","3/5"
"NDUFS2","up","down","up","up","down",5,3,"up","3/5"
"NDUFS3","up","down","down","up","down",5,3,"down","3/5"
"NDUFS4","down","up","down","up","down",5,3,"down","3/5"
"NDUFS5","up",NA,NA,NA,NA,1,1,"up","1/1"
"NDUFS6","up","down","up","down","down",5,3,"down","3/5"
"NDUFS7","up","down","down","down","down",5,4,"down","4/5"
"NDUFS8","up",NA,NA,NA,NA,1,1,"up","1/1"
"NDUFV1","up","down","up","up","down",5,3,"up","3/5"
"NDUFV2","up","down","down","down","down",5,4,"down","4/5"
"NDUFV2-AS1",NA,"up","down","down","down",4,3,"down","3/4"
"NDUFV3","up","down","up","up","down",5,3,"up","3/5"
"NEAT1","up",NA,NA,NA,NA,1,1,"up","1/1"
"NEB","down","up","up","up","up",5,4,"up","4/5"
"NEBL","down","down","down","up","up",5,3,"down","3/5"
"NEBL-AS1","up","up","down","up","down",5,3,"up","3/5"
"NECAB1","up","up","down","down","down",5,3,"down","3/5"
"NECAB2","up","down","up","down","down",5,3,"down","3/5"
"NECAB3","up","down","down","down","down",5,4,"down","4/5"
"NECAP1","down","down","up","up","down",5,3,"down","3/5"
"NECAP2","down","down","down","down","down",5,5,"down","5/5"
"NECTIN1","up","down","up","up","down",5,3,"up","3/5"
"NECTIN2","up","down","up","down","up",5,3,"up","3/5"
"NECTIN3","up","down","down","up","up",5,3,"up","3/5"
"NECTIN4","down","down","down","down","up",5,4,"down","4/5"
"NEDD1","up","up","up","up","up",5,5,"up","5/5"
"NEDD4","up","up","down","up","up",5,4,"up","4/5"
"NEDD4L","down","up","up","up","up",5,4,"up","4/5"
"NEDD8","up","up","up","down","up",5,4,"up","4/5"
"NEDD8-MDP1",NA,"up","down","down","up",4,2,"tie","2/4"
"NEDD9","down","up","down","up","down",5,3,"down","3/5"
"NEFH","down","down","up","down","up",5,3,"down","3/5"
"NEFL","up","down","down","down","up",5,3,"down","3/5"
"NEFM","up","down","up","down","down",5,3,"down","3/5"
"NEGR1","down","down","down","down","up",5,4,"down","4/5"
"NEGR1-IT1",NA,"down","down","up","up",4,2,"tie","2/4"
"NEIL1","up",NA,NA,NA,NA,1,1,"up","1/1"
"NEIL2","up","up","down","up","down",5,3,"up","3/5"
"NEIL3","up","up","up","down","down",5,3,"up","3/5"
"NEK1","down","up","up","up","up",5,4,"up","4/5"
"NEK10",NA,"up","down","up","down",4,2,"tie","2/4"
"NEK11","up","up","down","down","down",5,3,"down","3/5"
"NEK2","down","down","up","up","down",5,3,"down","3/5"
"NEK3","down","down","down","up","down",5,4,"down","4/5"
"NEK4","down","up","down","down","down",5,4,"down","4/5"
"NEK5",NA,"up","down","down","up",4,2,"tie","2/4"
"NEK6","up","down","up","up","down",5,3,"up","3/5"
"NEK7","down","up","down","down","up",5,3,"down","3/5"
"NEK8","down","up","down","up","up",5,3,"up","3/5"
"NEK9","down","up","down","down","up",5,3,"down","3/5"
"NELFA","down",NA,NA,NA,NA,1,1,"down","1/1"
"NELFB","up","down","up","down","down",5,3,"down","3/5"
"NELFCD","up","up","down","up","down",5,3,"up","3/5"
"NELFE","up",NA,NA,NA,NA,1,1,"up","1/1"
"NELL1","down","down","up","down","down",5,4,"down","4/5"
"NELL2","up","up","down","up","up",5,4,"up","4/5"
"NEMF","down","up","down","up","up",5,3,"up","3/5"
"NEMP1","down","up","up","up","down",5,3,"up","3/5"
"NEMP2",NA,"down","down","up","down",4,3,"down","3/4"
"NENF","up","down","down","down","down",5,4,"down","4/5"
"NEO1","up","up","down","up","down",5,3,"up","3/5"
"NEPRO","down","up","down","up","up",5,3,"up","3/5"
"NES","down","down","up","down","up",5,3,"down","3/5"
"NET1","down","up","down","up","down",5,3,"down","3/5"
"NETO1","up","up","down","down","up",5,3,"up","3/5"
"NETO2","up","down","up","up","up",5,4,"up","4/5"
"NEU1","up","down","up","up","down",5,3,"up","3/5"
"NEU2","up","down","up","down","down",5,3,"down","3/5"
"NEU3","up","up","down","up","down",5,3,"up","3/5"
"NEU4","down","down","up","down","down",5,4,"down","4/5"
"NEURL1","down","up","up","down","down",5,3,"down","3/5"
"NEURL1B","down","down","down","down","up",5,4,"down","4/5"
"NEURL2","down","up","down","down","down",5,4,"down","4/5"
"NEURL3",NA,"up","down","up","down",4,2,"tie","2/4"
"NEURL4","up","up","up","up","down",5,4,"up","4/5"
"NEUROD1","down","up","down","down","up",5,3,"down","3/5"
"NEUROD2","up","up","up","down","down",5,3,"up","3/5"
"NEUROD4","up","down","down","down","up",5,3,"down","3/5"
"NEUROD6","down","down","up","up","up",5,3,"up","3/5"
"NEUROG1","up","down","up","up","down",5,3,"up","3/5"
"NEUROG2","up","down","up","up","down",5,3,"up","3/5"
"NEUROG3","up","down","down","down","down",5,4,"down","4/5"
"NEXN","down","up","down","down","up",5,3,"down","3/5"
"NEXN-AS1","down","down","up","down","up",5,3,"down","3/5"
"NF1","down","up","down","up","down",5,3,"down","3/5"
"NF1P9",NA,"up","down","up","up",4,3,"up","3/4"
"NF2","down","down","up","down","down",5,4,"down","4/5"
"NFAM1","down","down","down","down","down",5,5,"down","5/5"
"NFASC","down","up","down","down","down",5,4,"down","4/5"
"NFAT5","down","up","down","up","up",5,3,"up","3/5"
"NFATC1","up","down","up","down","down",5,3,"down","3/5"
"NFATC2","down","down","down","down","up",5,4,"down","4/5"
"NFATC2IP","up","down","down","down","down",5,4,"down","4/5"
"NFATC3","up","down","down","down","down",5,4,"down","4/5"
"NFATC4","down","up","up","down","up",5,3,"up","3/5"
"NFE2","up","down","up","down","up",5,3,"up","3/5"
"NFE2L1","down","up","up","down","up",5,3,"up","3/5"
"NFE2L2","down","up","up","down","down",5,3,"down","3/5"
"NFE2L3","down","down","up","up","down",5,3,"down","3/5"
"NFE4","up","up","down","down","down",5,3,"down","3/5"
"NFIA","down","up","down","up","up",5,3,"up","3/5"
"NFIA-AS2",NA,"down","down","down","up",4,3,"down","3/4"
"NFIB","up","down","up","up","up",5,4,"up","4/5"
"NFIC","up","down","up","down","up",5,3,"up","3/5"
"NFIL3","down","down","up","down","up",5,3,"down","3/5"
"NFIX","down","down","up","down","down",5,4,"down","4/5"
"NFKB1","down","down","up","up","down",5,3,"down","3/5"
"NFKB2","up","down","up","up","down",5,3,"up","3/5"
"NFKBIA","down","down","up","down","up",5,3,"down","3/5"
"NFKBIB","up","down","up","down","down",5,3,"down","3/5"
"NFKBID","down","down","up","down","down",5,4,"down","4/5"
"NFKBIE","up","down","down","up","down",5,3,"down","3/5"
"NFKBIL1","up","down","down","down","down",5,4,"down","4/5"
"NFKBIZ","down","down","up","down","down",5,4,"down","4/5"
"NFRKB","down","up","up","up","down",5,3,"up","3/5"
"NFS1","up","up","down","up","down",5,3,"up","3/5"
"NFU1","down","up","down","up","up",5,3,"up","3/5"
"NFX1","down","up","down","down","up",5,3,"down","3/5"
"NFXL1","down","up","up","up","up",5,4,"up","4/5"
"NFYA","down","down","up","up","down",5,3,"down","3/5"
"NFYB","down","up","down","up","up",5,3,"up","3/5"
"NFYC","up","up","up","down","down",5,3,"up","3/5"
"NFYC-AS1","down","down","down","down","up",5,4,"down","4/5"
"NGB","down","up","down","down","down",5,4,"down","4/5"
"NGDN","up","up","up","down","up",5,4,"up","4/5"
"NGEF","down","up","up","up","down",5,3,"up","3/5"
"NGF","up","down","down","up","down",5,3,"down","3/5"
"NGFR","up","up","down","down","up",5,3,"up","3/5"
"NGLY1","up","up","down","up","down",5,3,"up","3/5"
"NGRN","up","down","up","up","up",5,4,"up","4/5"
"NHEG1",NA,"down","up","up","down",4,2,"tie","2/4"
"NHEJ1","down",NA,NA,NA,NA,1,1,"down","1/1"
"NHLH1","down","down","up","up","down",5,3,"down","3/5"
"NHLH2","up","up","up","down","up",5,4,"up","4/5"
"NHLRC2","down","up","down","up","up",5,3,"up","3/5"
"NHLRC3","down","up","down","up","up",5,3,"up","3/5"
"NHLRC4","up","down","down","up","down",5,3,"down","3/5"
"NHP2","down","down","down","up","down",5,4,"down","4/5"
"NHS","up","up","down","down","up",5,3,"up","3/5"
"NHSL1","down","down","up","up","down",5,3,"down","3/5"
"NHSL2",NA,"down","down","down","up",4,3,"down","3/4"
"NICN1","down","down","down","down","down",5,5,"down","5/5"
"NID1","down","down","up","down","up",5,3,"down","3/5"
"NID2","up","down","up","down","up",5,3,"up","3/5"
"NIF3L1","up","up","down","up","down",5,3,"up","3/5"
"NIFK","down","up","down","up","up",5,3,"up","3/5"
"NIFK-AS1","up","up","down","down","up",5,3,"up","3/5"
"NIM1K","down","down","up","up","down",5,3,"down","3/5"
"NIN","up","up","down","down","up",5,3,"up","3/5"
"NINJ1","down","down","up","down","down",5,4,"down","4/5"
"NINJ2","up","down","up","up","up",5,4,"up","4/5"
"NINL","down","up","down","down","up",5,3,"down","3/5"
"NIP7","down","down","up","up","down",5,3,"down","3/5"
"NIPA1","up","up","up","up","up",5,5,"up","5/5"
"NIPA2","up","down","up","up","up",5,4,"up","4/5"
"NIPAL2","down","up","down","down","up",5,3,"down","3/5"
"NIPAL3","down","down","up","down","down",5,4,"down","4/5"
"NIPAL4",NA,"down","up","down","down",4,3,"down","3/4"
"NIPBL","down","up","down","up","up",5,3,"up","3/5"
"NIPBL-AS1","down",NA,NA,NA,NA,1,1,"down","1/1"
"NIPSNAP1","up","up","up","up","down",5,4,"up","4/5"
"NIPSNAP3A","down","up","down","down","down",5,4,"down","4/5"
"NIPSNAP3B","down","up","up","down","up",5,3,"up","3/5"
"NISCH","up","down","down","down","down",5,4,"down","4/5"
"NIT1","down","up","up","down","down",5,3,"down","3/5"
"NIT2","down","up","down","up","down",5,3,"down","3/5"
"NKAIN1","up","up","up","up","up",5,5,"up","5/5"
"NKAIN2","up","up","down","down","down",5,3,"down","3/5"
"NKAIN3",NA,"up","down","down","down",4,3,"down","3/4"
"NKAIN4","up","up","up","down","up",5,4,"up","4/5"
"NKAP","up","up","up","up","up",5,5,"up","5/5"
"NKAPL","up","down","up","down","down",5,3,"down","3/5"
"NKAPP1","down","up","up","up","down",5,3,"up","3/5"
"NKD1","down","down","down","up","up",5,3,"down","3/5"
"NKD2","down","up","down","up","down",5,3,"down","3/5"
"NKG7","down","down","down","down","down",5,5,"down","5/5"
"NKIRAS1","down","up","down","down","up",5,3,"down","3/5"
"NKIRAS2","down","up","up","down","down",5,3,"down","3/5"
"NKPD1","down","down","up","up","down",5,3,"down","3/5"
"NKRF","down","up","down","up","up",5,3,"up","3/5"
"NKTR","down","up","down","up","up",5,3,"up","3/5"
"NKX1-1",NA,"up","up","down","down",4,2,"tie","2/4"
"NKX1-2","down",NA,NA,NA,NA,1,1,"down","1/1"
"NKX2-1","down","up","up","up","down",5,3,"up","3/5"
"NKX2-1-AS1",NA,"down","up","up","down",4,2,"tie","2/4"
"NKX2-2","up","down","up","down","down",5,3,"down","3/5"
"NKX2-3","down","down","down","down","up",5,4,"down","4/5"
"NKX2-5","up","down","up","up","down",5,3,"up","3/5"
"NKX2-8","down","up","up","down","down",5,3,"down","3/5"
"NKX3-1","up","down","up","down","down",5,3,"down","3/5"
"NKX3-2","down","down","down","down","up",5,4,"down","4/5"
"NKX6-1","up","down","up","up","down",5,3,"up","3/5"
"NKX6-2","up","up","up","down","down",5,3,"up","3/5"
"NKX6-3","down","down","down","down","down",5,5,"down","5/5"
"NLE1","up","up","up","up","down",5,4,"up","4/5"
"NLGN1","down","down","down","down","up",5,4,"down","4/5"
"NLGN2","up","down","down","down","down",5,4,"down","4/5"
"NLGN3","down","down","up","up","down",5,3,"down","3/5"
"NLGN4X","up","up","down","down","up",5,3,"up","3/5"
"NLGN4Y","up","down","down","down","up",5,3,"down","3/5"
"NLK","down","up","up","up","down",5,3,"up","3/5"
"NLN","up","up","down","up","up",5,4,"up","4/5"
"NLRC3","down","down","up","down","down",5,4,"down","4/5"
"NLRC4","down","up","down","down","down",5,4,"down","4/5"
"NLRC5","up","down","up","down","down",5,3,"down","3/5"
"NLRP1","up","down","down","down","down",5,4,"down","4/5"
"NLRP10","up","down","up","down","down",5,3,"down","3/5"
"NLRP11","up","down","up","down","down",5,3,"down","3/5"
"NLRP12",NA,"down","up","down","down",4,3,"down","3/4"
"NLRP13","up","up","up","down","down",5,3,"up","3/5"
"NLRP14","down","down","down","up","down",5,4,"down","4/5"
"NLRP2","up","down","up","up","up",5,4,"up","4/5"
"NLRP2B","up","down","up","down","up",5,3,"up","3/5"
"NLRP3","up","down","up","up","down",5,3,"up","3/5"
"NLRP4","up","down","down","up","down",5,3,"down","3/5"
"NLRP5","down","up","down","down","down",5,4,"down","4/5"
"NLRP6","up","down","down","down","down",5,4,"down","4/5"
"NLRP7","up","down","up","down","down",5,3,"down","3/5"
"NLRP8","up","up","down","up","down",5,3,"up","3/5"
"NLRP9","up","up","down","down","down",5,3,"down","3/5"
"NLRX1",NA,"down","up","down","up",4,2,"tie","2/4"
"NMB","up","down","up","down","down",5,3,"down","3/5"
"NMBR","up","up","up","down","up",5,4,"up","4/5"
"NMD3","down","up","up","up","up",5,4,"up","4/5"
"NME1","up","up","down","up","down",5,3,"up","3/5"
"NME1-NME2",NA,"up","down","up","down",4,2,"tie","2/4"
"NME2","up",NA,NA,NA,NA,1,1,"up","1/1"
"NME2P1","up",NA,NA,NA,NA,1,1,"up","1/1"
"NME3","up","down","down","down","down",5,4,"down","4/5"
"NME4","up","down","up","down","down",5,3,"down","3/5"
"NME5","up","up","down","down","up",5,3,"up","3/5"
"NME6","down","down","down","down","down",5,5,"down","5/5"
"NME7","up","up","up","up","up",5,5,"up","5/5"
"NME8","up","down","up","down","down",5,3,"down","3/5"
"NME9","up","down","up","up","down",5,3,"up","3/5"
"NMI","down","down","up","up","down",5,3,"down","3/5"
"NMNAT1","up","up","up","up","up",5,5,"up","5/5"
"NMNAT2","down","up","up","up","down",5,3,"up","3/5"
"NMNAT3","down","down","down","up","down",5,4,"down","4/5"
"NMRAL1","up","down","down","up","down",5,3,"down","3/5"
"NMRAL1P1","down","down","down","up","down",5,4,"down","4/5"
"NMRK1","up","up","up","up","up",5,5,"up","5/5"
"NMRK2","down","down","up","up","down",5,3,"down","3/5"
"NMT1","up","up","up","up","down",5,4,"up","4/5"
"NMT2","up","up","down","down","up",5,3,"up","3/5"
"NMU","up","up","up","up","up",5,5,"up","5/5"
"NMUR1","down","up","up","down","down",5,3,"down","3/5"
"NMUR2","up","down","up","down","up",5,3,"up","3/5"
"NNAT","down","down","down","down","up",5,4,"down","4/5"
"NNMT","up","up","down","down","down",5,3,"down","3/5"
"NNT","down","up","up","up","up",5,4,"up","4/5"
"NNT-AS1",NA,"up","up","down","up",4,3,"up","3/4"
"NOA1","up","up","up","up","down",5,4,"up","4/5"
"NOB1","up","down","up","up","down",5,3,"up","3/5"
"NOBOX",NA,"down","down","down","up",4,3,"down","3/4"
"NOC2L","down","down","up","down","down",5,4,"down","4/5"
"NOC2LP2","up",NA,NA,NA,NA,1,1,"up","1/1"
"NOC3L","down","up","down","up","up",5,3,"up","3/5"
"NOC4L","up","down","up","up","down",5,3,"up","3/5"
"NOCT","up","down","up","up","down",5,3,"up","3/5"
"NOD1","down","down","down","down","down",5,5,"down","5/5"
"NOD2","up","up","down","up","down",5,3,"up","3/5"
"NODAL","down","up","up","down","down",5,3,"down","3/5"
"NOG","down","down","up","down","up",5,3,"down","3/5"
"NOL10","down","down","up","up","down",5,3,"down","3/5"
