"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582","n_cohorts","n_concordant","direction_consensus","concordance"
"AGT","up","up","up","up","down",5,4,"up","4/5"
"AGTPBP1","down","up","up","up","up",5,4,"up","4/5"
"AGTR1","down","up","down","down","up",5,3,"down","3/5"
"AGTR2","up","down","up","down","down",5,3,"down","3/5"
"AGTRAP","up","up","down","down","down",5,3,"down","3/5"
"AGXT","up","up","down","up","down",5,3,"up","3/5"
"AGXT2","up","up","down","down","down",5,3,"down","3/5"
"AHCTF1","down","up","up","up","up",5,4,"up","4/5"
"AHCTF1P1",NA,"down","down","up","up",4,2,"tie","2/4"
"AHCY","up","up","down","up","down",5,3,"up","3/5"
"AHCYL1","down","up","up","down","up",5,3,"up","3/5"
"AHCYL2","down","up","up","up","down",5,3,"up","3/5"
"AHDC1","up","down","up","down","down",5,3,"down","3/5"
"AHI1","down","up","down","up","up",5,3,"up","3/5"
"AHNAK","up","down","up","down","up",5,3,"up","3/5"
"AHNAK2","up","up","up","down","up",5,4,"up","4/5"
"AHR","down","down","up","down","up",5,3,"down","3/5"
"AHRR","down","up","up","down","down",5,3,"down","3/5"
"AHSA1","up","down","up","up","up",5,4,"up","4/5"
"AHSA2","down","up","down","up","up",5,3,"up","3/5"
"AHSG","down","up","up","down","down",5,3,"down","3/5"
"AHSP","down","up","up","up","down",5,3,"up","3/5"
"AICDA","up","down","up","down","up",5,3,"up","3/5"
"AIDA","down","down","up","down","up",5,3,"down","3/5"
"AIF1",NA,"down","up","down","down",4,3,"down","3/4"
"AIF1L","up","up","up","down","down",5,3,"up","3/5"
"AIFM1","down","down","up","up","down",5,3,"down","3/5"
"AIFM2","up","down","down","down","down",5,4,"down","4/5"
"AIFM3","up","down","up","up","down",5,3,"up","3/5"
"AIG1","down","up","down","up","up",5,3,"up","3/5"
"AIM1","up","down","up","up","down",5,3,"up","3/5"
"AIM1L","up","down","up","up","up",5,4,"up","4/5"
"AIM2","down","down","up","up","down",5,3,"down","3/5"
"AIMP1","down","up","up","up","down",5,3,"up","3/5"
"AIMP2","down","down","up","up","down",5,3,"down","3/5"
"AIP","down","down","down","down","up",5,4,"down","4/5"
"AIPL1","up","down","down","down","down",5,4,"down","4/5"
"AIRE",NA,"up","down","down","down",4,3,"down","3/4"
"AJAP1","up","down","up","up","up",5,4,"up","4/5"
"AJUBA","up","up","up","down","down",5,3,"up","3/5"
"AK1","up","down","down","down","up",5,3,"down","3/5"
"AK2","down","up","up","down","down",5,3,"down","3/5"
"AK3","down","down","down","up","up",5,3,"down","3/5"
"AK4","up",NA,NA,NA,NA,1,1,"up","1/1"
"AK5","up","down","up","up","up",5,4,"up","4/5"
"AK6","down","up","up","up","down",5,3,"up","3/5"
"AK7","up","up","up","up","down",5,4,"up","4/5"
"AK8","up","down","down","up","down",5,3,"down","3/5"
"AK9","up","down","down","up","down",5,3,"down","3/5"
"AKAIN1",NA,"down","up","up","up",4,3,"up","3/4"
"AKAP1","down","up","up","up","down",5,3,"up","3/5"
"AKAP10","down","up","up","down","up",5,3,"up","3/5"
"AKAP11","up","up","down","up","up",5,4,"up","4/5"
"AKAP12","up","up","down","down","up",5,3,"up","3/5"
"AKAP13","down","up","up","down","up",5,3,"up","3/5"
"AKAP14","up","down","down","up","down",5,3,"down","3/5"
"AKAP17A","down","down","down","up","down",5,4,"down","4/5"
"AKAP2","up",NA,NA,NA,NA,1,1,"up","1/1"
"AKAP3","up","down","up","down","up",5,3,"up","3/5"
"AKAP4","up","down","up","up","down",5,3,"up","3/5"
"AKAP5","down","down","down","up","down",5,4,"down","4/5"
"AKAP6","down","down","down","up","up",5,3,"down","3/5"
"AKAP7","down","down","down","down","down",5,5,"down","5/5"
"AKAP8","up","down","up","up","down",5,3,"up","3/5"
"AKAP8L","down","down","up","down","down",5,4,"down","4/5"
"AKAP9","down","up","up","up","up",5,4,"up","4/5"
"AKIP1","down","down","down","down","down",5,5,"down","5/5"
"AKIRIN1","down","down","up","down","up",5,3,"down","3/5"
"AKIRIN2","down","up","up","up","down",5,3,"up","3/5"
"AKNA","down","down","up","down","down",5,4,"down","4/5"
"AKNAD1","down","up","down","down","up",5,3,"down","3/5"
"AKR1A1","up","down","down","down","down",5,4,"down","4/5"
"AKR1B1","down","up","down","down","up",5,3,"down","3/5"
"AKR1B10","down","down","down","up","down",5,4,"down","4/5"
"AKR1C1","up","up","up","down","down",5,3,"up","3/5"
"AKR1C3","down","up","down","up","up",5,3,"up","3/5"
"AKR1C4","down","up","down","down","down",5,4,"down","4/5"
"AKR1C6P","up","down","up","up","down",5,3,"up","3/5"
"AKR1D1","up","up","up","down","down",5,3,"up","3/5"
"AKR1E2","down","down","up","up","down",5,3,"down","3/5"
"AKR7A2","down","down","down","down","down",5,5,"down","5/5"
"AKR7A2P1","up",NA,NA,NA,NA,1,1,"up","1/1"
"AKR7A3","up","down","down","up","down",5,3,"down","3/5"
"AKR7L","up",NA,NA,NA,NA,1,1,"up","1/1"
"AKT1","up","down","up","down","up",5,3,"up","3/5"
"AKT1S1","up","down","up","up","down",5,3,"up","3/5"
"AKT2","down","down","down","up","down",5,4,"down","4/5"
"AKT3","down","down","down","down","up",5,4,"down","4/5"
"AKTIP","down","up","up","down","up",5,3,"up","3/5"
"ALAD","up","up","up","up","down",5,4,"up","4/5"
"ALAS1","down","down","up","up","down",5,3,"down","3/5"
"ALAS2","up","down","up","up","down",5,3,"up","3/5"
"ALB","up","up","up","down","down",5,3,"up","3/5"
"ALCAM","up","down","down","up","up",5,3,"up","3/5"
"ALDH16A1","up","down","up","down","down",5,3,"down","3/5"
"ALDH18A1","up","up","up","up","down",5,4,"up","4/5"
"ALDH1A1","down","up","down","down","up",5,3,"down","3/5"
"ALDH1A2","down","down","down","up","down",5,4,"down","4/5"
"ALDH1A3","up","down","down","down","down",5,4,"down","4/5"
"ALDH1B1","down","down","up","down","down",5,4,"down","4/5"
"ALDH1L1","up","up","up","up","down",5,4,"up","4/5"
"ALDH1L1-AS2","up","down","down","down","down",5,4,"down","4/5"
"ALDH1L2","down","up","up","down","down",5,3,"down","3/5"
"ALDH2","up","down","up","up","down",5,3,"up","3/5"
"ALDH3A1","up","down","down","up","up",5,3,"up","3/5"
"ALDH3A2","down","down","down","up","up",5,3,"down","3/5"
"ALDH3B1","up","down","up","down","up",5,3,"up","3/5"
"ALDH3B2","up","down","up","down","up",5,3,"up","3/5"
"ALDH4A1","up","down","up","down","up",5,3,"up","3/5"
"ALDH5A1","up","up","down","up","down",5,3,"up","3/5"
"ALDH6A1","down","up","up","up","up",5,4,"up","4/5"
"ALDH7A1","up","down","down","up","up",5,3,"up","3/5"
"ALDH8A1","up","up","up","down","down",5,3,"up","3/5"
"ALDH9A1","down","down","up","down","up",5,3,"down","3/5"
"ALDOA","up","down","up","down","down",5,3,"down","3/5"
"ALDOAP2","up","down","up","up","down",5,3,"up","3/5"
"ALDOB","down","down","down","up","up",5,3,"down","3/5"
"ALDOC","up","up","down","up","down",5,3,"up","3/5"
"ALG1","up","down","up","up","down",5,3,"up","3/5"
"ALG10","up","up","up","up","down",5,4,"up","4/5"
"ALG10B","up","up","up","up","up",5,5,"up","5/5"
"ALG11","down","down","down","up","up",5,3,"down","3/5"
"ALG12","down","down","up","down","down",5,4,"down","4/5"
"ALG13","down","up","up","up","up",5,4,"up","4/5"
"ALG14","down","up","up","down","down",5,3,"down","3/5"
"ALG1L","down",NA,NA,NA,NA,1,1,"down","1/1"
"ALG2","up","down","up","up","down",5,3,"up","3/5"
"ALG3","up","down","up","up","down",5,3,"up","3/5"
"ALG5","down","down","down","up","up",5,3,"down","3/5"
"ALG6","down","up","up","up","up",5,4,"up","4/5"
"ALG8","up","up","up","up","down",5,4,"up","4/5"
"ALG9","down","up","up","up","up",5,4,"up","4/5"
"ALK","up","up","down","down","up",5,3,"up","3/5"
"ALKBH1","up","up","up","up","up",5,5,"up","5/5"
"ALKBH2","up","up","up","up","down",5,4,"up","4/5"
"ALKBH3","up","down","up","up","down",5,3,"up","3/5"
"ALKBH3-AS1",NA,"down","down","up","up",4,2,"tie","2/4"
"ALKBH4","down","down","up","up","down",5,3,"down","3/5"
"ALKBH5","up","down","up","down","down",5,3,"down","3/5"
"ALKBH6","up","down","up","up","down",5,3,"up","3/5"
"ALKBH7","up","down","down","up","down",5,3,"down","3/5"
"ALKBH8","up","up","up","up","down",5,4,"up","4/5"
"ALLC","up","down","down","up","down",5,3,"down","3/5"
"ALMS1","down","up","down","down","up",5,3,"down","3/5"
"ALMS1-IT1",NA,"down","down","up","up",4,2,"tie","2/4"
"ALMS1P1","up","up","down","down","down",5,3,"down","3/5"
"ALOX12","down","down","up","up","up",5,3,"up","3/5"
"ALOX12-AS1",NA,"up","down","down","down",4,3,"down","3/4"
"ALOX12B","down","down","up","up","down",5,3,"down","3/5"
"ALOX12P2","down","up","up","down","up",5,3,"up","3/5"
"ALOX15","up","up","down","up","down",5,3,"up","3/5"
"ALOX15B","up","up","down","up","down",5,3,"up","3/5"
"ALOX5","down","down","up","down","down",5,4,"down","4/5"
"ALOX5AP","up","up","up","down","down",5,3,"up","3/5"
"ALOXE3","up","down","down","down","down",5,4,"down","4/5"
"ALPI","up","down","down","down","down",5,4,"down","4/5"
"ALPK1","down","up","up","down","up",5,3,"up","3/5"
"ALPK2","up","up","up","down","up",5,4,"up","4/5"
"ALPK3","down","up","up","down","down",5,3,"down","3/5"
"ALPL","up","down","down","down","up",5,3,"down","3/5"
"ALPP","up","down","up","down","up",5,3,"up","3/5"
"ALPPL2","up","down","up","down","down",5,3,"down","3/5"
"ALS2","down","up","up","up","up",5,4,"up","4/5"
"ALS2CL","up","down","down","down","up",5,3,"down","3/5"
"ALS2CR11","up","down","up","up","down",5,3,"up","3/5"
"ALS2CR12","up","down","up","up","down",5,3,"up","3/5"
"ALX1","up","down","up","up","down",5,3,"up","3/5"
"ALX3","down","up","down","up","down",5,3,"down","3/5"
"ALX4","down","up","up","up","down",5,3,"up","3/5"
"ALYREF","up","down","up","up","down",5,3,"up","3/5"
"AMACR","down","down","down","up","down",5,4,"down","4/5"
"AMBN","up","down","down","up","down",5,3,"down","3/5"
"AMBP","up","up","up","up","down",5,4,"up","4/5"
"AMBRA1","up","down","up","down","down",5,3,"down","3/5"
"AMD1","down","up","up","up","down",5,3,"up","3/5"
"AMD1P3","down",NA,NA,NA,NA,1,1,"down","1/1"
"AMDHD1","down","up","down","down","up",5,3,"down","3/5"
"AMDHD2","up",NA,NA,NA,NA,1,1,"up","1/1"
"AMELX","down","up","down","down","down",5,4,"down","4/5"
"AMELY","up","up","up","down","down",5,3,"up","3/5"
"AMER1","up","up","up","up","down",5,4,"up","4/5"
"AMER2","down","down","up","up","down",5,3,"down","3/5"
"AMER3","up","down","up","down","down",5,3,"down","3/5"
"AMFR","up","down","down","down","down",5,4,"down","4/5"
"AMH","up",NA,NA,NA,NA,1,1,"up","1/1"
"AMHR2","up","down","up","down","down",5,3,"down","3/5"
"AMIGO1","down","up","down","up","down",5,3,"down","3/5"
"AMIGO2","down","up","up","down","up",5,3,"up","3/5"
"AMIGO3","up","down","down","down","down",5,4,"down","4/5"
"AMMECR1","down","down","up","up","up",5,3,"up","3/5"
"AMMECR1L","down","up","up","up","up",5,4,"up","4/5"
"AMN","up","up","up","up","down",5,4,"up","4/5"
"AMN1","down","up","up","up","up",5,4,"up","4/5"
"AMOT","up","down","down","up","up",5,3,"up","3/5"
"AMOTL1","down","down","down","down","up",5,4,"down","4/5"
"AMOTL2","up","up","down","down","up",5,3,"up","3/5"
"AMPD1","down","up","down","up","down",5,3,"down","3/5"
"AMPD2","up","down","down","down","down",5,4,"down","4/5"
"AMPD3","down","down","up","down","down",5,4,"down","4/5"
"AMPH","down","down","up","down","up",5,3,"down","3/5"
"AMT","down","up","down","up","down",5,3,"down","3/5"
"AMY1C","up",NA,NA,NA,NA,1,1,"up","1/1"
"AMZ1","down","down","up","up","down",5,3,"down","3/5"
"AMZ2","down","up","down","down","up",5,3,"down","3/5"
"AMZ2P1","up","up","down","down","down",5,3,"down","3/5"
"ANAPC1","up",NA,NA,NA,NA,1,1,"up","1/1"
"ANAPC10","down","up","up","down","down",5,3,"down","3/5"
"ANAPC11","up","up","up","down","down",5,3,"up","3/5"
"ANAPC13","up","down","up","up","up",5,4,"up","4/5"
"ANAPC15","up","down","up","down","down",5,3,"down","3/5"
"ANAPC16","down","up","up","down","up",5,3,"up","3/5"
"ANAPC2","down","down","up","down","down",5,4,"down","4/5"
"ANAPC4","up","up","down","up","up",5,4,"up","4/5"
"ANAPC5","down","up","down","up","down",5,3,"down","3/5"
"ANAPC7","down","up","up","up","up",5,4,"up","4/5"
"ANG","down","up","up","up","down",5,3,"up","3/5"
"ANGEL1","down","up","up","up","up",5,4,"up","4/5"
"ANGEL2","down","up","down","up","up",5,3,"up","3/5"
"ANGPT1","down","up","down","down","up",5,3,"down","3/5"
"ANGPT2","down","down","up","down","up",5,3,"down","3/5"
"ANGPT4","up","down","up","down","up",5,3,"up","3/5"
"ANGPTL1","down","down","down","down","down",5,5,"down","5/5"
"ANGPTL2","up","down","down","down","up",5,3,"down","3/5"
"ANGPTL3","down","up","down","up","down",5,3,"down","3/5"
"ANGPTL4","up","down","up","down","up",5,3,"up","3/5"
"ANGPTL5","up",NA,NA,NA,NA,1,1,"up","1/1"
"ANGPTL6","down","down","up","down","up",5,3,"down","3/5"
"ANGPTL7","up","down","up","down","up",5,3,"up","3/5"
"ANGPTL8","down","down","up","up","down",5,3,"down","3/5"
"ANHX","up","down","up","up","down",5,3,"up","3/5"
"ANK1","up","down","up","down","down",5,3,"down","3/5"
"ANK2","down","down","down","down","up",5,4,"down","4/5"
"ANK3","down","up","down","up","up",5,3,"up","3/5"
"ANKAR","up","down","up","up","down",5,3,"up","3/5"
"ANKDD1A","down","up","down","down","up",5,3,"down","3/5"
"ANKEF1","up","up","up","up","down",5,4,"up","4/5"
"ANKFN1","up","down","up","up","down",5,3,"up","3/5"
"ANKFY1","down","down","up","down","up",5,3,"down","3/5"
"ANKH","down","down","down","up","up",5,3,"down","3/5"
"ANKHD1","down","up","up","down","up",5,3,"up","3/5"
"ANKHD1-EIF4EBP3","down","down","down","up","up",5,3,"down","3/5"
"ANKIB1","down","up","down","up","up",5,3,"up","3/5"
"ANKK1","down",NA,NA,NA,NA,1,1,"down","1/1"
"ANKLE1","up","up","up","up","down",5,4,"up","4/5"
"ANKLE2","up","up","up","up","down",5,4,"up","4/5"
"ANKMY1","down","down","up","down","down",5,4,"down","4/5"
"ANKMY2","up","up","down","up","down",5,3,"up","3/5"
"ANKRA2","down","up","down","up","up",5,3,"up","3/5"
"ANKRD1","down","up","down","down","down",5,4,"down","4/5"
"ANKRD10","down","down","down","up","down",5,4,"down","4/5"
"ANKRD10-IT1",NA,"up","down","down","up",4,2,"tie","2/4"
"ANKRD11","down","down","up","down","down",5,4,"down","4/5"
"ANKRD12","down","up","down","down","up",5,3,"down","3/5"
"ANKRD13A","down","down","up","down","up",5,3,"down","3/5"
"ANKRD13B","up","up","down","up","down",5,3,"up","3/5"
"ANKRD13C","down","up","down","up","down",5,3,"down","3/5"
"ANKRD13D","up","down","down","down","down",5,4,"down","4/5"
"ANKRD16","down","down","down","up","down",5,4,"down","4/5"
"ANKRD17","down","up","up","up","up",5,4,"up","4/5"
"ANKRD18A","down","up","down","up","down",5,3,"down","3/5"
"ANKRD18B","down","down","up","up","up",5,3,"up","3/5"
"ANKRD18DP","up",NA,NA,NA,NA,1,1,"up","1/1"
"ANKRD19P","down","down","down","down","up",5,4,"down","4/5"
"ANKRD2","up","down","up","up","down",5,3,"up","3/5"
"ANKRD20A11P","up","down","down","down","up",5,3,"down","3/5"
"ANKRD20A12P","up","up","up","down","down",5,3,"up","3/5"
"ANKRD20A2","down",NA,NA,NA,NA,1,1,"down","1/1"
"ANKRD20A4",NA,"down","down","down","down",4,4,"down","4/4"
"ANKRD20A5P","down","down","down","up","down",5,4,"down","4/5"
"ANKRD20A8P","down",NA,NA,NA,NA,1,1,"down","1/1"
"ANKRD22","up","down","down","up","down",5,3,"down","3/5"
"ANKRD23","down","down","up","down","down",5,4,"down","4/5"
"ANKRD24","up","down","up","down","down",5,3,"down","3/5"
"ANKRD26","up","up","down","up","down",5,3,"up","3/5"
"ANKRD26P3",NA,"down","down","down","down",4,4,"down","4/4"
"ANKRD27","down","down","down","up","down",5,4,"down","4/5"
"ANKRD28","down","up","down","up","up",5,3,"up","3/5"
"ANKRD29","up","up","down","up","up",5,4,"up","4/5"
"ANKRD30A","up","down","up","up","down",5,3,"up","3/5"
"ANKRD30B","down","up","up","up","down",5,3,"up","3/5"
"ANKRD30BL","up",NA,NA,NA,NA,1,1,"up","1/1"
"ANKRD30BP2","down","down","up","up","up",5,3,"up","3/5"
"ANKRD30BP3","up","down","down","up","down",5,3,"down","3/5"
"ANKRD31","up","down","up","down","up",5,3,"up","3/5"
"ANKRD33","up","down","up","down","up",5,3,"up","3/5"
"ANKRD33B","down","down","down","down","up",5,4,"down","4/5"
"ANKRD34A","up","down","up","up","up",5,4,"up","4/5"
"ANKRD34B","up",NA,NA,NA,NA,1,1,"up","1/1"
"ANKRD34C",NA,"down","down","up","down",4,3,"down","3/4"
"ANKRD34C-AS1","up",NA,NA,NA,NA,1,1,"up","1/1"
"ANKRD35","down","down","down","down","up",5,4,"down","4/5"
"ANKRD36","down","down","down","up","down",5,4,"down","4/5"
"ANKRD36B","down","up","down","up","up",5,3,"up","3/5"
"ANKRD36BP1","down",NA,NA,NA,NA,1,1,"down","1/1"
"ANKRD36BP2","down","down","down","down","down",5,5,"down","5/5"
"ANKRD36C",NA,"up","up","down","up",4,3,"up","3/4"
"ANKRD37","up","down","up","up","up",5,4,"up","4/5"
"ANKRD39","up","down","up","down","down",5,3,"down","3/5"
"ANKRD40","down","up","down","down","down",5,4,"down","4/5"
"ANKRD42","up","up","down","down","down",5,3,"down","3/5"
"ANKRD44","down","up","down","down","up",5,3,"down","3/5"
"ANKRD44-IT1",NA,"up","down","down","down",4,3,"down","3/4"
"ANKRD45","up","down","up","down","down",5,3,"down","3/5"
"ANKRD46","down","up","down","up","up",5,3,"up","3/5"
"ANKRD49","down","up","down","up","up",5,3,"up","3/5"
"ANKRD50","down","up","down","down","up",5,3,"down","3/5"
"ANKRD52","up","down","up","down","up",5,3,"up","3/5"
"ANKRD53","up","down","up","down","down",5,3,"down","3/5"
"ANKRD54","up","up","up","down","up",5,4,"up","4/5"
"ANKRD55","up","down","up","down","up",5,3,"up","3/5"
"ANKRD6","down","up","down","down","up",5,3,"down","3/5"
"ANKRD60",NA,"down","up","down","down",4,3,"down","3/4"
"ANKRD65","down","up","down","down","up",5,3,"down","3/5"
"ANKRD66","down",NA,NA,NA,NA,1,1,"down","1/1"
"ANKRD7","up","down","up","up","down",5,3,"up","3/5"
"ANKRD9","up","down","down","up","down",5,3,"down","3/5"
"ANKS1A","down","up","up","up","up",5,4,"up","4/5"
"ANKS1B","up","down","up","down","up",5,3,"up","3/5"
"ANKS3","up","down","down","down","down",5,4,"down","4/5"
"ANKS4B","down","down","up","up","down",5,3,"down","3/5"
"ANKS6","down","down","up","up","down",5,3,"down","3/5"
"ANKUB1","up","down","down","up","up",5,3,"up","3/5"
"ANKZF1","up","up","down","up","down",5,3,"up","3/5"
"ANLN","down","down","up","up","down",5,3,"down","3/5"
"ANO1","up","up","up","down","down",5,3,"up","3/5"
"ANO10","down","down","down","down","down",5,5,"down","5/5"
"ANO2",NA,"down","down","down","down",4,4,"down","4/4"
"ANO3","down","up","up","down","down",5,3,"down","3/5"
"ANO4","up","down","up","down","up",5,3,"up","3/5"
"ANO5","down","up","down","down","up",5,3,"down","3/5"
"ANO6","down","up","up","down","up",5,3,"up","3/5"
"ANO7","down","down","up","up","down",5,3,"down","3/5"
"ANO8","down","down","up","down","up",5,3,"down","3/5"
"ANO9","down","down","down","up","down",5,4,"down","4/5"
"ANOS1","up","down","down","up","up",5,3,"up","3/5"
"ANP32A","down","up","up","up","down",5,3,"up","3/5"
"ANP32A-IT1","up","up","down","down","down",5,3,"down","3/5"
"ANP32B","down","down","up","up","down",5,3,"down","3/5"
"ANP32C","down","down","up","down","down",5,4,"down","4/5"
"ANP32D","up","up","up","down","down",5,3,"up","3/5"
"ANP32E","down","down","up","up","up",5,3,"up","3/5"
"ANPEP","up","up","down","up","up",5,4,"up","4/5"
"ANTXR1","down","down","down","down","up",5,4,"down","4/5"
"ANTXR2","up","up","up","down","up",5,4,"up","4/5"
"ANXA1","down","down","up","down","up",5,3,"down","3/5"
"ANXA10","up","up","up","up","down",5,4,"up","4/5"
"ANXA11","up","down","down","up","down",5,3,"down","3/5"
"ANXA13","up","up","up","up","down",5,4,"up","4/5"
"ANXA2","up","down","up","up","down",5,3,"up","3/5"
"ANXA2P1","up","down","up","down","down",5,3,"down","3/5"
"ANXA2P2",NA,"down","down","up","up",4,2,"tie","2/4"
"ANXA2P3","up","down","down","up","down",5,3,"down","3/5"
"ANXA2R","up","up","up","down","down",5,3,"up","3/5"
"ANXA3","up","down","up","up","up",5,4,"up","4/5"
"ANXA4","up","up","down","up","down",5,3,"up","3/5"
"ANXA5","down","down","down","down","up",5,4,"down","4/5"
"ANXA6","up","up","down","down","up",5,3,"up","3/5"
"ANXA7","up","up","up","down","down",5,3,"up","3/5"
