"pathway","dataset","n_sensitive","n_resistant","median_sensitive","median_resistant","delta","p_value","fdr","mean_rank_sensitive","significant"
"HALLMARK_HYPOXIA","GSE28702",42,41,0.433631124545541,0.426779576904195,-0.00685154764134666,0.678562983130113,0.898912078690385,40.8780487804878,FALSE
"KEGG_MTOR_SIGNALING_PATHWAY","GSE28702",42,41,0.342203583895849,0.34453308951982,0.00232950562397044,0.685244787858046,0.898912078690385,43.0975609756098,FALSE
"KEGG_MISMATCH_REPAIR","GSE28702",42,41,0.53088925011748,0.531322336742391,0.000433086624911261,0.698682068631558,0.898912078690385,40.9512195121951,FALSE
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","GSE28702",42,41,0.259054927814049,0.255420053732476,-0.00363487408157354,0.732682831688814,0.898912078690385,41.0731707317073,FALSE
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE28702",42,41,0.725090167476294,0.721502014176926,-0.00358815329936735,0.760270190913114,0.898912078690385,41.1707317073171,FALSE
"KEGG_PATHWAYS_IN_CANCER","GSE28702",42,41,0.272918936970468,0.266865703014573,-0.00605323395589591,0.767216518656676,0.898912078690385,41.1951219512195,FALSE
"KEGG_HOMOLOGOUS_RECOMBINATION","GSE28702",42,41,0.288361133565073,0.288168562493491,-0.000192571071581382,0.795184058792615,0.898912078690385,41.2926829268293,FALSE
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","GSE28702",42,41,0.407023855158047,0.434570777979297,0.0275469228212507,0.823417325475087,0.898912078690385,42.609756097561,FALSE
"HALLMARK_GLYCOLYSIS","GSE28702",42,41,0.446591887905995,0.447788466642806,0.00119657873681173,0.837622618779677,0.898912078690385,42.5609756097561,FALSE
"HALLMARK_INFLAMMATORY_RESPONSE","GSE28702",42,41,0.206549505769825,0.217461955683377,0.0109124499135515,0.837622618779677,0.898912078690385,41.4390243902439,FALSE
"KEGG_GLUTATHIONE_METABOLISM","GSE28702",42,41,0.487052986727346,0.492325157751694,0.00527217102434785,0.945537438445771,0.982373095869669,42.1951219512195,FALSE
"KEGG_FOCAL_ADHESION","GSE28702",42,41,0.327772965281373,0.324551167257935,-0.00322179802343764,0.960046434599904,0.982373095869669,42.1463414634146,FALSE
"KEGG_ECM_RECEPTOR_INTERACTION","GSE28702",42,41,0.274305849392032,0.280151400146521,0.00584555075448895,0.989099354498462,0.989099354498462,42.0487804878049,FALSE
