"pathway","dataset","n_sensitive","n_resistant","median_sensitive","median_resistant","delta","p_value","fdr","mean_rank_sensitive","significant"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE104645",66,47,0.180825145662679,0.192932472030981,0.0121073263683015,0.622552007665456,1,58.8085106382979,FALSE
"HALLMARK_HYPOXIA","GSE104645",66,47,0.117887729279574,0.173851305286053,0.0559635760064798,0.643285315820899,1,58.7021276595745,FALSE
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","GSE104645",66,47,0.124407484581034,0.120548047542961,-0.00385943703807261,0.655861337075637,1,55.3617021276596,FALSE
"HALLMARK_DNA_REPAIR","GSE104645",66,47,0.133755659607924,0.142960259841265,0.0092046002333411,0.660075345981975,1,58.6170212765957,FALSE
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","GSE104645",66,47,0.0702971279323443,0.0685672410966027,-0.00172988683574156,0.672781768661867,1,58.5531914893617,FALSE
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE104645",66,47,0.148374582159639,0.132688559910648,-0.0156860222489907,0.681305207732542,1,55.4893617021277,FALSE
"KEGG_CELL_CYCLE","GSE104645",66,47,0.137320927320548,0.140319466823613,0.00299853950306536,0.689869526065228,1,55.531914893617,FALSE
"KEGG_P53_SIGNALING_PATHWAY","GSE104645",66,47,0.10230223671279,0.100997798578626,-0.00130443813416393,0.698473751752924,1,55.5744680851064,FALSE
"KEGG_MAPK_SIGNALING_PATHWAY","GSE104645",66,47,0.0913787743545296,0.0905328242603872,-0.000845950094142456,0.737659799890758,1,58.2340425531915,FALSE
"KEGG_CHEMOKINE_SIGNALING_PATHWAY","GSE104645",66,47,0.0937187786666907,0.0955013154779925,0.00178253681130172,0.737659799890758,1,58.2340425531915,FALSE
"KEGG_WNT_SIGNALING_PATHWAY","GSE104645",66,47,0.0888006468505815,0.109562170802024,0.0207615239514424,0.742058415564421,1,55.7872340425532,FALSE
"HALLMARK_TGF_BETA_SIGNALING","GSE104645",66,47,0.131221402646226,0.123872204888668,-0.00734919775755828,0.755304375608193,1,55.8510638297872,FALSE
"KEGG_JAK_STAT_SIGNALING_PATHWAY","GSE104645",66,47,0.0852469566339183,0.083935190306304,-0.00131176632761427,0.764175430029107,1,58.1063829787234,FALSE
"HALLMARK_ANGIOGENESIS","GSE104645",66,47,0.097868176125009,0.128796009348388,0.0309278332233794,0.773077544442209,1,58.063829787234,FALSE
"KEGG_TGF_BETA_SIGNALING_PATHWAY","GSE104645",66,47,0.0963435296264789,0.122949032207205,0.0266055025807258,0.790970526500325,1,56.0212765957447,FALSE
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","GSE104645",66,47,0.0933179829782996,0.0905757889347135,-0.00274219404358617,0.804463501464937,1,56.0851063829787,FALSE
"HALLMARK_INFLAMMATORY_RESPONSE","GSE104645",66,47,0.0761555569963659,0.0862639016750914,0.0101083446787255,0.804463501464937,1,57.9148936170213,FALSE
"KEGG_APOPTOSIS","GSE104645",66,47,0.0969498294736762,0.109405386154747,0.0124555566810704,0.808974352201881,1,56.1063829787234,FALSE
"KEGG_NOTCH_SIGNALING_PATHWAY","GSE104645",66,47,0.145411779204682,0.151818781955203,0.00640700275052095,0.836167871265233,1,56.2340425531915,FALSE
"KEGG_MTOR_SIGNALING_PATHWAY","GSE104645",66,47,0.0988959864518565,0.123240384988164,0.0243443985363077,0.84072016374037,1,57.7446808510638,FALSE
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE104645",66,47,0.114621396515539,0.107285282366478,-0.00733611414906143,0.85440844172791,1,56.3191489361702,FALSE
"KEGG_PATHWAYS_IN_CANCER","GSE104645",66,47,0.100774316684334,0.0987562305874792,-0.00201808609685443,0.863558635198305,1,57.6382978723404,FALSE
"HALLMARK_E2F_TARGETS","GSE104645",66,47,0.100334771566243,0.106875914078717,0.00654114251247398,0.872727166450306,1,56.4042553191489,FALSE
"HALLMARK_MTORC1_SIGNALING","GSE104645",66,47,0.175529929283295,0.188952261838672,0.0134223325553769,0.877317930850361,1,57.5744680851064,FALSE
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","GSE104645",66,47,0.0958157287937641,0.0937864963313371,-0.00202923246242702,0.88191282534061,1,56.4468085106383,FALSE
"HALLMARK_MYC_TARGETS_V1","GSE104645",66,47,0.238767844644564,0.254496777368864,0.0157289327242994,0.886511697576523,1,56.468085106383,FALSE
"HALLMARK_G2M_CHECKPOINT","GSE104645",66,47,0.10363353946753,0.0955773223221985,-0.0080562171453319,0.914179883633308,1,56.5957446808511,FALSE
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","GSE104645",66,47,0.117127220706392,0.126167044933873,0.00903982422748081,0.918802302602832,1,56.6170212765957,FALSE
"KEGG_GLUTATHIONE_METABOLISM","GSE104645",66,47,0.110544481676452,0.126594354143395,0.0160498724669435,0.932685412441356,1,57.3191489361702,FALSE
"KEGG_NUCLEOTIDE_EXCISION_REPAIR","GSE104645",66,47,0.0948796154163076,0.0886859371513807,-0.00619367826492688,0.993028229302211,1,56.9574468085106,FALSE
"KEGG_COLORECTAL_CANCER","GSE104645",66,47,0.0819540274691548,0.135100000569614,0.0531459731004595,0.993028229302211,1,56.9574468085106,FALSE
"HALLMARK_APOPTOSIS","GSE104645",66,47,0.139494619167462,0.165128291480324,0.0256336723128621,1,1,57,FALSE
