"Gene","Priority"
"GRID1","Tier4_MultiDataset_DEG"
"GRIN2D","Tier4_MultiDataset_DEG"
"GRK4","Tier4_MultiDataset_DEG"
"GRK5","Tier4_MultiDataset_DEG"
"GRK6","Tier4_MultiDataset_DEG"
"GRM2","Tier4_MultiDataset_DEG"
"GRPEL2","Tier4_MultiDataset_DEG"
"GSDMB","Tier4_MultiDataset_DEG"
"GSN","Tier4_MultiDataset_DEG"
"GSPT1","Tier4_MultiDataset_DEG"
"GSS","Tier4_MultiDataset_DEG"
"GSTA4","Tier4_MultiDataset_DEG"
"GTF2A1","Tier4_MultiDataset_DEG"
"GTF3C3","Tier4_MultiDataset_DEG"
"GTPBP3","Tier4_MultiDataset_DEG"
"GUCY1A2","Tier4_MultiDataset_DEG"
"GUSBP1 /// GUSBP4","Tier4_MultiDataset_DEG"
"GUSBP3 /// SMA4 /// SMA5","Tier4_MultiDataset_DEG"
"GXYLT1","Tier4_MultiDataset_DEG"
"H2AFX","Tier4_MultiDataset_DEG"
"H6PD","Tier4_MultiDataset_DEG"
"HAB1","Tier4_MultiDataset_DEG"
"HAGLR","Tier4_MultiDataset_DEG"
"HAGLROS","Tier4_MultiDataset_DEG"
"HAMP","Tier4_MultiDataset_DEG"
"HAUS6","Tier4_MultiDataset_DEG"
"HBEGF","Tier4_MultiDataset_DEG"
"HCG8 /// ZNRD1-AS1","Tier4_MultiDataset_DEG"
"HDAC4","Tier4_MultiDataset_DEG"
"HDLBP","Tier4_MultiDataset_DEG"
"HDX","Tier4_MultiDataset_DEG"
"HELLS","Tier4_MultiDataset_DEG"
"HELQ","Tier4_MultiDataset_DEG"
"HELZ","Tier4_MultiDataset_DEG"
"HELZ2","Tier4_MultiDataset_DEG"
"HES1","Tier4_MultiDataset_DEG"
"HES6","Tier4_MultiDataset_DEG"
"HEXA","Tier4_MultiDataset_DEG"
"HEXIM1","Tier4_MultiDataset_DEG"
"HFE","Tier4_MultiDataset_DEG"
"HGD","Tier4_MultiDataset_DEG"
"HGSNAT","Tier4_MultiDataset_DEG"
"HIF3A","Tier4_MultiDataset_DEG"
"HIPK1","Tier4_MultiDataset_DEG"
"HIST1H2AB","Tier4_MultiDataset_DEG"
"HIST1H2AJ","Tier4_MultiDataset_DEG"
"HIVEP3","Tier4_MultiDataset_DEG"
"HLA-B","Tier4_MultiDataset_DEG"
"HLA-C","Tier4_MultiDataset_DEG"
"HLA-DQA1 /// LOC100509457","Tier4_MultiDataset_DEG"
"HLA-F","Tier4_MultiDataset_DEG"
"HLA-G","Tier4_MultiDataset_DEG"
"HLA-J","Tier4_MultiDataset_DEG"
"HMBS","Tier4_MultiDataset_DEG"
"HMCES","Tier4_MultiDataset_DEG"
"HMGA1","Tier4_MultiDataset_DEG"
"HMGB1P12 /// HMGB1P12","Tier4_MultiDataset_DEG"
"HMGN3","Tier4_MultiDataset_DEG"
"HNRNPAB","Tier4_MultiDataset_DEG"
"HNRNPC","Tier4_MultiDataset_DEG"
"HNRNPH2 /// RPL36A-HNRNPH2","Tier4_MultiDataset_DEG"
"HOOK1","Tier4_MultiDataset_DEG"
"HOOK2","Tier4_MultiDataset_DEG"
"HOXA11-AS","Tier4_MultiDataset_DEG"
"HOXB8","Tier4_MultiDataset_DEG"
"HRH3","Tier4_MultiDataset_DEG"
"HS2ST1","Tier4_MultiDataset_DEG"
"HSD17B12","Tier4_MultiDataset_DEG"
"HSP90B1 /// MIR3652","Tier4_MultiDataset_DEG"
"HSPA5","Tier4_MultiDataset_DEG"
"HSPB9","Tier4_MultiDataset_DEG"
"HSPBP1","Tier4_MultiDataset_DEG"
"HSPD1","Tier4_MultiDataset_DEG"
"HTN1","Tier4_MultiDataset_DEG"
"HTR3A","Tier4_MultiDataset_DEG"
"HUS1B","Tier4_MultiDataset_DEG"
"HYAL3","Tier4_MultiDataset_DEG"
"HYI","Tier4_MultiDataset_DEG"
"IBA57","Tier4_MultiDataset_DEG"
"IBTK","Tier4_MultiDataset_DEG"
"ICAM3","Tier4_MultiDataset_DEG"
"ID2","Tier4_MultiDataset_DEG"
"ID4","Tier4_MultiDataset_DEG"
"IDI1","Tier4_MultiDataset_DEG"
"IDS","Tier4_MultiDataset_DEG"
"IFIT3","Tier4_MultiDataset_DEG"
"IFITM10","Tier4_MultiDataset_DEG"
"IFRD2","Tier4_MultiDataset_DEG"
"IFT81","Tier4_MultiDataset_DEG"
"IGF2BP2","Tier4_MultiDataset_DEG"
"IGSF1","Tier4_MultiDataset_DEG"
"IHH","Tier4_MultiDataset_DEG"
"IKBKE","Tier4_MultiDataset_DEG"
"IKZF4","Tier4_MultiDataset_DEG"
"IL12RB1","Tier4_MultiDataset_DEG"
"IL17B","Tier4_MultiDataset_DEG"
"IL17RB","Tier4_MultiDataset_DEG"
"IL17RD","Tier4_MultiDataset_DEG"
"IL21R","Tier4_MultiDataset_DEG"
"IL24","Tier4_MultiDataset_DEG"
"IL3RA","Tier4_MultiDataset_DEG"
"ILK","Tier4_MultiDataset_DEG"
"IMPAD1","Tier4_MultiDataset_DEG"
"ING1","Tier4_MultiDataset_DEG"
"INMT","Tier4_MultiDataset_DEG"
"INO80B","Tier4_MultiDataset_DEG"
"INO80C","Tier4_MultiDataset_DEG"
"INO80E","Tier4_MultiDataset_DEG"
"INPP4A","Tier4_MultiDataset_DEG"
"INPP4B","Tier4_MultiDataset_DEG"
"INPP5D","Tier4_MultiDataset_DEG"
"INSC","Tier4_MultiDataset_DEG"
"INSIG1","Tier4_MultiDataset_DEG"
"INTS1","Tier4_MultiDataset_DEG"
"INTS2","Tier4_MultiDataset_DEG"
"INTS6","Tier4_MultiDataset_DEG"
"IPO5P1","Tier4_MultiDataset_DEG"
"IPO7","Tier4_MultiDataset_DEG"
"IPP","Tier4_MultiDataset_DEG"
"IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN","Tier4_MultiDataset_DEG"
"IQCF1","Tier4_MultiDataset_DEG"
"IQCH","Tier4_MultiDataset_DEG"
"IRAK1BP1","Tier4_MultiDataset_DEG"
"IRF2BP2","Tier4_MultiDataset_DEG"
"IRF2BPL","Tier4_MultiDataset_DEG"
"IRF3","Tier4_MultiDataset_DEG"
"IRGC","Tier4_MultiDataset_DEG"
"ISCA1","Tier4_MultiDataset_DEG"
"ISY1-RAB43 /// RAB43","Tier4_MultiDataset_DEG"
"ITGA2","Tier4_MultiDataset_DEG"
"ITGB1","Tier4_MultiDataset_DEG"
"ITGB3","Tier4_MultiDataset_DEG"
"ITGB6 /// LOC100505984","Tier4_MultiDataset_DEG"
"ITGB8","Tier4_MultiDataset_DEG"
"ITIH3","Tier4_MultiDataset_DEG"
"ITIH4","Tier4_MultiDataset_DEG"
"ITPKB","Tier4_MultiDataset_DEG"
"JKAMP","Tier4_MultiDataset_DEG"
"JMY","Tier4_MultiDataset_DEG"
"JPH3","Tier4_MultiDataset_DEG"
"JPX","Tier4_MultiDataset_DEG"
"JRKL","Tier4_MultiDataset_DEG"
"JUNB","Tier4_MultiDataset_DEG"
"KALRN","Tier4_MultiDataset_DEG"
"KAT6A","Tier4_MultiDataset_DEG"
"KATNAL1","Tier4_MultiDataset_DEG"
"KATNBL1","Tier4_MultiDataset_DEG"
"KAZN","Tier4_MultiDataset_DEG"
"KCNAB1","Tier4_MultiDataset_DEG"
"KCNC2","Tier4_MultiDataset_DEG"
"KCNQ1","Tier4_MultiDataset_DEG"
"KCNQ1OT1 /// LOC101927338","Tier4_MultiDataset_DEG"
"KCNT2","Tier4_MultiDataset_DEG"
"KCTD5","Tier4_MultiDataset_DEG"
"KDM5B","Tier4_MultiDataset_DEG"
"KDM6B","Tier4_MultiDataset_DEG"
"KIAA0125","Tier4_MultiDataset_DEG"
"KIAA0141","Tier4_MultiDataset_DEG"
"KIAA0226","Tier4_MultiDataset_DEG"
"KIAA0226L","Tier4_MultiDataset_DEG"
"KIAA0232","Tier4_MultiDataset_DEG"
"KIAA0930","Tier4_MultiDataset_DEG"
"KIAA1033","Tier4_MultiDataset_DEG"
"KIAA1430","Tier4_MultiDataset_DEG"
"KIAA1755","Tier4_MultiDataset_DEG"
"KIAA1919","Tier4_MultiDataset_DEG"
"KIAA1958","Tier4_MultiDataset_DEG"
"KIDINS220","Tier4_MultiDataset_DEG"
"KIF21A","Tier4_MultiDataset_DEG"
"KIF6","Tier4_MultiDataset_DEG"
"KIF9","Tier4_MultiDataset_DEG"
"KIR3DX1","Tier4_MultiDataset_DEG"
"KIRREL3","Tier4_MultiDataset_DEG"
"KLC1","Tier4_MultiDataset_DEG"
"KLF10","Tier4_MultiDataset_DEG"
"KLF9","Tier4_MultiDataset_DEG"
"KLHDC8A","Tier4_MultiDataset_DEG"
"KLHL36","Tier4_MultiDataset_DEG"
"KLHL42","Tier4_MultiDataset_DEG"
"KLK15","Tier4_MultiDataset_DEG"
"KLK3","Tier4_MultiDataset_DEG"
"KLK6","Tier4_MultiDataset_DEG"
"KMT2A","Tier4_MultiDataset_DEG"
"KPNB1","Tier4_MultiDataset_DEG"
"KREMEN2","Tier4_MultiDataset_DEG"
"KRTAP13-1","Tier4_MultiDataset_DEG"
"KTN1","Tier4_MultiDataset_DEG"
"KXD1","Tier4_MultiDataset_DEG"
"KY","Tier4_MultiDataset_DEG"
"L3MBTL3","Tier4_MultiDataset_DEG"
"LAD1","Tier4_MultiDataset_DEG"
"LAMA2","Tier4_MultiDataset_DEG"
"LAMB1","Tier4_MultiDataset_DEG"
"LAMP1","Tier4_MultiDataset_DEG"
"LAMP2","Tier4_MultiDataset_DEG"
"LARP1B","Tier4_MultiDataset_DEG"
"LARP4B","Tier4_MultiDataset_DEG"
"LARP6","Tier4_MultiDataset_DEG"
"LCOR","Tier4_MultiDataset_DEG"
"LCORL","Tier4_MultiDataset_DEG"
"LDLRAD4","Tier4_MultiDataset_DEG"
"LEPREL1","Tier4_MultiDataset_DEG"
"LETMD1","Tier4_MultiDataset_DEG"
"LGALS9","Tier4_MultiDataset_DEG"
"LGI4","Tier4_MultiDataset_DEG"
"LGR4","Tier4_MultiDataset_DEG"
"LHX9","Tier4_MultiDataset_DEG"
"LIG3","Tier4_MultiDataset_DEG"
"LILRA2","Tier4_MultiDataset_DEG"
"LILRA5","Tier4_MultiDataset_DEG"
"LIMK1","Tier4_MultiDataset_DEG"
"LIMS2","Tier4_MultiDataset_DEG"
"LIN52","Tier4_MultiDataset_DEG"
"LINC00092","Tier4_MultiDataset_DEG"
"LINC00244","Tier4_MultiDataset_DEG"
"LINC00304","Tier4_MultiDataset_DEG"
"LINC00511 /// LINC00673","Tier4_MultiDataset_DEG"
"LINC00544","Tier4_MultiDataset_DEG"
"LINC00598","Tier4_MultiDataset_DEG"
"LINC00657","Tier4_MultiDataset_DEG"
"LINC00663","Tier4_MultiDataset_DEG"
"LINC00667","Tier4_MultiDataset_DEG"
"LINC00674","Tier4_MultiDataset_DEG"
"LINC00844","Tier4_MultiDataset_DEG"
"LINC00888","Tier4_MultiDataset_DEG"
"LINC00925","Tier4_MultiDataset_DEG"
"LINC00937","Tier4_MultiDataset_DEG"
"LINC00957","Tier4_MultiDataset_DEG"
"LINC00964","Tier4_MultiDataset_DEG"
"LINC01106 /// LINC01123","Tier4_MultiDataset_DEG"
"LINC01184 /// LOC101929964","Tier4_MultiDataset_DEG"
"LIPG","Tier4_MultiDataset_DEG"
"LLPH","Tier4_MultiDataset_DEG"
"LMAN1","Tier4_MultiDataset_DEG"
"LMAN2L","Tier4_MultiDataset_DEG"
"LMF1","Tier4_MultiDataset_DEG"
"LMNA","Tier4_MultiDataset_DEG"
"LMNB2","Tier4_MultiDataset_DEG"
"LMNTD2","Tier4_MultiDataset_DEG"
"LMO4","Tier4_MultiDataset_DEG"
"LOC100126784","Tier4_MultiDataset_DEG"
"LOC100129361","Tier4_MultiDataset_DEG"
"LOC100130950","Tier4_MultiDataset_DEG"
"LOC100131564","Tier4_MultiDataset_DEG"
"LOC100270804","Tier4_MultiDataset_DEG"
"LOC100287728 /// ZNF75D","Tier4_MultiDataset_DEG"
"LOC100289361","Tier4_MultiDataset_DEG"
"LOC100506325 /// LOC102724532","Tier4_MultiDataset_DEG"
"LOC100506403 /// LOC101928269 /// RUNX1","Tier4_MultiDataset_DEG"
"LOC100506844","Tier4_MultiDataset_DEG"
"LOC100507507","Tier4_MultiDataset_DEG"
"LOC100507557","Tier4_MultiDataset_DEG"
"LOC100507577 /// LONP2","Tier4_MultiDataset_DEG"
"LOC100996579","Tier4_MultiDataset_DEG"
"LOC100996668 /// ZEB1","Tier4_MultiDataset_DEG"
"LOC101060521 /// POLR3E","Tier4_MultiDataset_DEG"
"LOC101060747 /// PDPK1","Tier4_MultiDataset_DEG"
"LOC101926963","Tier4_MultiDataset_DEG"
"LOC101927027","Tier4_MultiDataset_DEG"
"LOC101927043","Tier4_MultiDataset_DEG"
"LOC101927458 /// LPHN2","Tier4_MultiDataset_DEG"
"LOC101927550","Tier4_MultiDataset_DEG"
"LOC101927604","Tier4_MultiDataset_DEG"
"LOC101927608","Tier4_MultiDataset_DEG"
"LOC101927705 /// P4HA2","Tier4_MultiDataset_DEG"
"LOC101927752","Tier4_MultiDataset_DEG"
"LOC101927870","Tier4_MultiDataset_DEG"
"LOC101927933 /// LRRC8C","Tier4_MultiDataset_DEG"
"LOC101928140","Tier4_MultiDataset_DEG"
"LOC101928222","Tier4_MultiDataset_DEG"
"LOC101928747 /// RBMX /// SNORD61","Tier4_MultiDataset_DEG"
"LOC101928830 /// LTA4H","Tier4_MultiDataset_DEG"
"LOC101928881","Tier4_MultiDataset_DEG"
"LOC101928954","Tier4_MultiDataset_DEG"
"LOC101929087 /// SUMO2 /// SUMO3","Tier4_MultiDataset_DEG"
"LOC101929384","Tier4_MultiDataset_DEG"
"LOC101929889 /// SPN","Tier4_MultiDataset_DEG"
"LOC101930112 /// SPG7","Tier4_MultiDataset_DEG"
"LOC101930301 /// LOC101930303 /// TRIM16L","Tier4_MultiDataset_DEG"
"LOC102724275","Tier4_MultiDataset_DEG"
"LOC102724316","Tier4_MultiDataset_DEG"
"LOC102724364 /// SEC22B","Tier4_MultiDataset_DEG"
"LOC102724487","Tier4_MultiDataset_DEG"
"LOC102725263 /// LOC389906","Tier4_MultiDataset_DEG"
"LOC145694","Tier4_MultiDataset_DEG"
"LOC145783 /// ZNF280D","Tier4_MultiDataset_DEG"
"LOC153682","Tier4_MultiDataset_DEG"
"LOC221272","Tier4_MultiDataset_DEG"
"LOC283075","Tier4_MultiDataset_DEG"
"LOC283788","Tier4_MultiDataset_DEG"
"LOC284661","Tier4_MultiDataset_DEG"
"LOC338620","Tier4_MultiDataset_DEG"
"LOC339166 /// WSCD1","Tier4_MultiDataset_DEG"
"LOC389906","Tier4_MultiDataset_DEG"
"LOC400794","Tier4_MultiDataset_DEG"
"LOC440346","Tier4_MultiDataset_DEG"
"LOC440792","Tier4_MultiDataset_DEG"
"LOC441204","Tier4_MultiDataset_DEG"
"LOC642852","Tier4_MultiDataset_DEG"
"LOC643711","Tier4_MultiDataset_DEG"
"LOC645513","Tier4_MultiDataset_DEG"
"LOC728705 /// TMEM263","Tier4_MultiDataset_DEG"
"LOC729966 /// PDE4C","Tier4_MultiDataset_DEG"
"LOH12CR1","Tier4_MultiDataset_DEG"
"LONRF1","Tier4_MultiDataset_DEG"
"LPAR2","Tier4_MultiDataset_DEG"
"LPHN1","Tier4_MultiDataset_DEG"
"LPIN3","Tier4_MultiDataset_DEG"
"LPL","Tier4_MultiDataset_DEG"
"LPP","Tier4_MultiDataset_DEG"
"LRFN4","Tier4_MultiDataset_DEG"
"LRIG1","Tier4_MultiDataset_DEG"
"LRP1","Tier4_MultiDataset_DEG"
"LRP11","Tier4_MultiDataset_DEG"
"LRP6","Tier4_MultiDataset_DEG"
"LRRC17","Tier4_MultiDataset_DEG"
"LRRC27","Tier4_MultiDataset_DEG"
"LRRC3 /// LRRC3DN","Tier4_MultiDataset_DEG"
"LRRC37A2","Tier4_MultiDataset_DEG"
"LRRIQ3","Tier4_MultiDataset_DEG"
"LSM14B","Tier4_MultiDataset_DEG"
"LSM4","Tier4_MultiDataset_DEG"
"LSS","Tier4_MultiDataset_DEG"
"LTN1","Tier4_MultiDataset_DEG"
"LUZP1","Tier4_MultiDataset_DEG"
"LYNX1","Tier4_MultiDataset_DEG"
"LYPD6","Tier4_MultiDataset_DEG"
"LYPLA2","Tier4_MultiDataset_DEG"
"LYPLAL1","Tier4_MultiDataset_DEG"
"LYST","Tier4_MultiDataset_DEG"
"LYZL1","Tier4_MultiDataset_DEG"
"MAGI1","Tier4_MultiDataset_DEG"
"MAGI2-AS3","Tier4_MultiDataset_DEG"
"MAMLD1","Tier4_MultiDataset_DEG"
"MAN1A2","Tier4_MultiDataset_DEG"
"MAN2A1","Tier4_MultiDataset_DEG"
"MANEA","Tier4_MultiDataset_DEG"
"MAP2","Tier4_MultiDataset_DEG"
"MAP2K2","Tier4_MultiDataset_DEG"
"MAP4","Tier4_MultiDataset_DEG"
"MAP4K5","Tier4_MultiDataset_DEG"
"MAP7","Tier4_MultiDataset_DEG"
"MAPK14","Tier4_MultiDataset_DEG"
"MAPK1IP1L","Tier4_MultiDataset_DEG"
"MAPK6","Tier4_MultiDataset_DEG"
"MAPK8","Tier4_MultiDataset_DEG"
"MARCH3","Tier4_MultiDataset_DEG"
"MARCH7","Tier4_MultiDataset_DEG"
"MARK3","Tier4_MultiDataset_DEG"
"MARVELD3","Tier4_MultiDataset_DEG"
"MAST4","Tier4_MultiDataset_DEG"
"MATR3 /// SNHG4","Tier4_MultiDataset_DEG"
"MAU2","Tier4_MultiDataset_DEG"
"MAX","Tier4_MultiDataset_DEG"
"MAZ","Tier4_MultiDataset_DEG"
"MBD1","Tier4_MultiDataset_DEG"
"MBTPS2","Tier4_MultiDataset_DEG"
"MCAM /// MIR6756","Tier4_MultiDataset_DEG"
"MCL1","Tier4_MultiDataset_DEG"
"MCPH1","Tier4_MultiDataset_DEG"
"MECP2","Tier4_MultiDataset_DEG"
"MED13","Tier4_MultiDataset_DEG"
"MED14","Tier4_MultiDataset_DEG"
"MED16","Tier4_MultiDataset_DEG"
"MED17","Tier4_MultiDataset_DEG"
"MED23","Tier4_MultiDataset_DEG"
"MED25","Tier4_MultiDataset_DEG"
"MED25 /// MIR6800","Tier4_MultiDataset_DEG"
"MEF2D","Tier4_MultiDataset_DEG"
"MEFV","Tier4_MultiDataset_DEG"
"METRN","Tier4_MultiDataset_DEG"
"METTL14","Tier4_MultiDataset_DEG"
"METTL7A","Tier4_MultiDataset_DEG"
"MFSD8","Tier4_MultiDataset_DEG"
"MFSD9","Tier4_MultiDataset_DEG"
"MGA","Tier4_MultiDataset_DEG"
"MGAT4B","Tier4_MultiDataset_DEG"
"MGC40069","Tier4_MultiDataset_DEG"
"MIB1","Tier4_MultiDataset_DEG"
"MICB","Tier4_MultiDataset_DEG"
"MICU3","Tier4_MultiDataset_DEG"
"MID2","Tier4_MultiDataset_DEG"
"MIR1304 /// SNORA1 /// SNORA18 /// SNORA32 /// SNORA40 /// SNORA8 /// SNORD5 /// TAF1D","Tier4_MultiDataset_DEG"
"MIR4746 /// UBXN6","Tier4_MultiDataset_DEG"
"MIR6836 /// SNX8","Tier4_MultiDataset_DEG"
"MIXL1","Tier4_MultiDataset_DEG"
"MKL2","Tier4_MultiDataset_DEG"
"MLEC","Tier4_MultiDataset_DEG"
"MLLT4","Tier4_MultiDataset_DEG"
"MMADHC","Tier4_MultiDataset_DEG"
"MMP16","Tier4_MultiDataset_DEG"
"MMP25","Tier4_MultiDataset_DEG"
"MNT","Tier4_MultiDataset_DEG"
"MOB3C","Tier4_MultiDataset_DEG"
"MON1B","Tier4_MultiDataset_DEG"
"MON2","Tier4_MultiDataset_DEG"
"MORF4L1","Tier4_MultiDataset_DEG"
"MORF4L2","Tier4_MultiDataset_DEG"
"MORN1","Tier4_MultiDataset_DEG"
"MORN4","Tier4_MultiDataset_DEG"
"MOSPD2","Tier4_MultiDataset_DEG"
"MOSPD3","Tier4_MultiDataset_DEG"
"MPHOSPH9","Tier4_MultiDataset_DEG"
"MPZL1","Tier4_MultiDataset_DEG"
"MR1","Tier4_MultiDataset_DEG"
"MRAS","Tier4_MultiDataset_DEG"
"MRPL2","Tier4_MultiDataset_DEG"
"MRPL23","Tier4_MultiDataset_DEG"
"MRPL30","Tier4_MultiDataset_DEG"
"MRPL39","Tier4_MultiDataset_DEG"
"MRPL4","Tier4_MultiDataset_DEG"
"MRPL41","Tier4_MultiDataset_DEG"
"MRPL44","Tier4_MultiDataset_DEG"
"MRPS12","Tier4_MultiDataset_DEG"
"MRPS25","Tier4_MultiDataset_DEG"
"MRPS34","Tier4_MultiDataset_DEG"
"MSANTD3-TMEFF1 /// TMEFF1","Tier4_MultiDataset_DEG"
"MSANTD4","Tier4_MultiDataset_DEG"
"MSI2","Tier4_MultiDataset_DEG"
"MSLN","Tier4_MultiDataset_DEG"
"MTCL1","Tier4_MultiDataset_DEG"
"MTHFSD","Tier4_MultiDataset_DEG"
"MTMR12","Tier4_MultiDataset_DEG"
"MTMR14","Tier4_MultiDataset_DEG"
"MTMR4","Tier4_MultiDataset_DEG"
"MTNR1A","Tier4_MultiDataset_DEG"
"MUC3B","Tier4_MultiDataset_DEG"
"MVD","Tier4_MultiDataset_DEG"
"MYB","Tier4_MultiDataset_DEG"
"MYCN","Tier4_MultiDataset_DEG"
"MYCT1","Tier4_MultiDataset_DEG"
"MYEF2","Tier4_MultiDataset_DEG"
"MYH3","Tier4_MultiDataset_DEG"
"MYL10","Tier4_MultiDataset_DEG"
"MYO10","Tier4_MultiDataset_DEG"
"MYO16","Tier4_MultiDataset_DEG"
"MYO19","Tier4_MultiDataset_DEG"
"MYO1G","Tier4_MultiDataset_DEG"
"MYO5C","Tier4_MultiDataset_DEG"
"MYO6","Tier4_MultiDataset_DEG"
"MYO9A","Tier4_MultiDataset_DEG"
"MYO9B","Tier4_MultiDataset_DEG"
"NAA25","Tier4_MultiDataset_DEG"
"NAA30","Tier4_MultiDataset_DEG"
"NAAA","Tier4_MultiDataset_DEG"
"NACC1","Tier4_MultiDataset_DEG"
"NADK","Tier4_MultiDataset_DEG"
"NALCN","Tier4_MultiDataset_DEG"
"NAP1L1","Tier4_MultiDataset_DEG"
"NAP1L4","Tier4_MultiDataset_DEG"
"NAPA","Tier4_MultiDataset_DEG"
"NAPB","Tier4_MultiDataset_DEG"
"NATD1","Tier4_MultiDataset_DEG"
"NAV2","Tier4_MultiDataset_DEG"
"NCAM1","Tier4_MultiDataset_DEG"
"NCBP2-AS2","Tier4_MultiDataset_DEG"
"NCDN","Tier4_MultiDataset_DEG"
"NCLN","Tier4_MultiDataset_DEG"
"NCOA2","Tier4_MultiDataset_DEG"
"NCRNA00185 /// TTTY14","Tier4_MultiDataset_DEG"
"NDUFAB1","Tier4_MultiDataset_DEG"
"NDUFAF3","Tier4_MultiDataset_DEG"
"NDUFS7","Tier4_MultiDataset_DEG"
"NEDD4L","Tier4_MultiDataset_DEG"
"NEFL","Tier4_MultiDataset_DEG"
"NEK1","Tier4_MultiDataset_DEG"
"NEK11","Tier4_MultiDataset_DEG"
"NEK9","Tier4_MultiDataset_DEG"
"NEMF","Tier4_MultiDataset_DEG"
"NFAT5","Tier4_MultiDataset_DEG"
"NFATC3","Tier4_MultiDataset_DEG"
"NFE2L2","Tier4_MultiDataset_DEG"
"NFIC","Tier4_MultiDataset_DEG"
"NFIX","Tier4_MultiDataset_DEG"
"NFKB1","Tier4_MultiDataset_DEG"
"NFKBIB","Tier4_MultiDataset_DEG"
"NFKBID","Tier4_MultiDataset_DEG"
"NHLRC2","Tier4_MultiDataset_DEG"
"NIPA1","Tier4_MultiDataset_DEG"
"NKTR","Tier4_MultiDataset_DEG"
"NLK","Tier4_MultiDataset_DEG"
"NME7","Tier4_MultiDataset_DEG"
"NMT1","Tier4_MultiDataset_DEG"
"NOL12","Tier4_MultiDataset_DEG"
"NOL4L","Tier4_MultiDataset_DEG"
"NPAS2","Tier4_MultiDataset_DEG"
"NPAS3","Tier4_MultiDataset_DEG"
"NPBWR1","Tier4_MultiDataset_DEG"
"NPFF","Tier4_MultiDataset_DEG"
"NPHP3","Tier4_MultiDataset_DEG"
"NPNT","Tier4_MultiDataset_DEG"
"NPRL2","Tier4_MultiDataset_DEG"
"NPTXR","Tier4_MultiDataset_DEG"
"NR2F1-AS1","Tier4_MultiDataset_DEG"
"NR2F6","Tier4_MultiDataset_DEG"
"NRAP","Tier4_MultiDataset_DEG"
"NRBF2","Tier4_MultiDataset_DEG"
"NRDE2","Tier4_MultiDataset_DEG"
"NRG2","Tier4_MultiDataset_DEG"
"NRXN1","Tier4_MultiDataset_DEG"
"NRXN3","Tier4_MultiDataset_DEG"
"NSD1","Tier4_MultiDataset_DEG"
"NSMCE4A","Tier4_MultiDataset_DEG"
"NTRK3","Tier4_MultiDataset_DEG"
"NUCB1","Tier4_MultiDataset_DEG"
"NUCKS1","Tier4_MultiDataset_DEG"
"NUDT15","Tier4_MultiDataset_DEG"
"NUDT16P1","Tier4_MultiDataset_DEG"
"NUDT3","Tier4_MultiDataset_DEG"
"NUFIP1","Tier4_MultiDataset_DEG"
"NUFIP2","Tier4_MultiDataset_DEG"
"NUMB","Tier4_MultiDataset_DEG"
"NUMBL","Tier4_MultiDataset_DEG"
"NUP85","Tier4_MultiDataset_DEG"
"NXPE3","Tier4_MultiDataset_DEG"
"OAS2","Tier4_MultiDataset_DEG"
"OAZ1","Tier4_MultiDataset_DEG"
"OAZ3","Tier4_MultiDataset_DEG"
"OBSL1","Tier4_MultiDataset_DEG"
"OCIAD1","Tier4_MultiDataset_DEG"
"OCLN","Tier4_MultiDataset_DEG"
"ODF3B","Tier4_MultiDataset_DEG"
"OGFR","Tier4_MultiDataset_DEG"
"OIP5-AS1","Tier4_MultiDataset_DEG"
"OLAH","Tier4_MultiDataset_DEG"
"OPA3","Tier4_MultiDataset_DEG"
"OPRL1","Tier4_MultiDataset_DEG"
"OR10D1P","Tier4_MultiDataset_DEG"
"OR10D3","Tier4_MultiDataset_DEG"
"OR2A20P /// OR2A9P","Tier4_MultiDataset_DEG"
"OR8G1","Tier4_MultiDataset_DEG"
"ORAI2","Tier4_MultiDataset_DEG"
"ORM1","Tier4_MultiDataset_DEG"
"ORM1 /// ORM2","Tier4_MultiDataset_DEG"
"OSBP","Tier4_MultiDataset_DEG"
"OSBP2","Tier4_MultiDataset_DEG"
"OSBPL7","Tier4_MultiDataset_DEG"
"OTUD7B","Tier4_MultiDataset_DEG"
"OVOL1","Tier4_MultiDataset_DEG"
"OXCT1","Tier4_MultiDataset_DEG"
"PAK1","Tier4_MultiDataset_DEG"
"PAK2","Tier4_MultiDataset_DEG"
"PAPD4","Tier4_MultiDataset_DEG"
"PAPOLA","Tier4_MultiDataset_DEG"
"PARD3B","Tier4_MultiDataset_DEG"
"PARD6G","Tier4_MultiDataset_DEG"
"PARP10","Tier4_MultiDataset_DEG"
"PARP9","Tier4_MultiDataset_DEG"
"PART1","Tier4_MultiDataset_DEG"
"PARVA","Tier4_MultiDataset_DEG"
"PARVB","Tier4_MultiDataset_DEG"
"PAWR","Tier4_MultiDataset_DEG"
"PAX8","Tier4_MultiDataset_DEG"
"PAXBP1","Tier4_MultiDataset_DEG"
"PBK","Tier4_MultiDataset_DEG"
"PBX1","Tier4_MultiDataset_DEG"
"PCBP1-AS1","Tier4_MultiDataset_DEG"
"PCDHAC1","Tier4_MultiDataset_DEG"
"PCDHB10 /// PCDHB9","Tier4_MultiDataset_DEG"
